frag_id,charge,spin_multiplicity,fragment
frag358,0,1,[H]OO[C-]([H])C([H])([H])C#[O+]
frag359,0,1,[H][C-]([H])C([H])([H])O[O+]([H])[H]
frag360,0,1,[H][C-]([H])O[O+]([H])[H]
frag361,0,1,[H][O+]([H])[O-]
frag362,0,1,[H]O[H]
frag363,0,1,[H]C([H])(C#[O+])C([H])([H])O[O-]
frag364,0,1,[H]/[C-]=C(\[H])[O-]
frag365,0,1,[H]/[O+]=[O+]/C([H])([H])[H]
frag366,0,1,[H]/[C-]=C(/[H])[O-]
frag367,0,1,[H]/[O+]=[O+]\C([H])([H])[H]
frag368,0,2,[H]/C([O-])=C(/[H])C([H])([H])[H]
frag369,0,2,[H]/C([O-])=C(\[H])C([H])([H])[H]
frag370,0,2,[H]CC([H])([H])[C@@]1([H])O[O+]1[H]
frag371,0,2,[H]CC([H])([H])[C@]1([H])O[O+]1[H]
frag372,0,2,[H][C+]([H])[O+]([H])[O-]
frag373,0,2,[H]/C([O-])=C(/[H])C([H])([H])[O+]([H])[O-]
frag374,0,2,[H]/C([O-])=C(\[H])C([H])([H])[O+]([H])[O-]
frag375,0,2,[H]C(=O)C([H])([H])[C-]([H])[O+]([H])[O-]
frag376,0,2,[H]C([H])([H])[O+]=O
frag377,0,1,[H]C(=O)C([H])([H])C([H])([H])[H]
frag378,0,1,[H]/[O+]=[O+]/C([H])([H])/[C-]=C(\[H])[O-]
frag379,0,1,[H]/[O+]=[O+]/C([H])([H])/[C-]=C(/[H])[O-]
frag380,0,1,[H]/[O+]=[O+]\C([H])([H])/[C-]=C(\[H])[O-]
frag381,0,1,[H]/[O+]=[O+]\C([H])([H])/[C-]=C(/[H])[O-]
frag382,0,1,[H]O[O+]([H])[C+]([H])[H]
frag383,0,2,[H]O[O+]([H])C([H])([H])/[C-]=C(\[H])[O-]
frag384,0,2,[H]O[O+]([H])C([H])([H])/[C-]=C(/[H])[O-]
frag385,0,1,[H]C(=O)C([H])=C([H])[H]
frag386,0,1,[H]OO/C([H])=C(\[H])C([H])=O
frag387,0,1,[H]OO/C([H])=C(/[H])C([H])=O
frag388,0,1,[H]C([H])=[O+][O+]([H])[H]
frag389,0,2,[H]/C([O-])=[C-]\C([H])([H])O[O+]([H])[H]
frag390,0,2,[H]/C([O-])=[C-]/C([H])([H])O[O+]([H])[H]
frag391,0,1,[H]/C([O-])=C(/[H])C([H])([H])[O+]=O
frag392,0,1,[H]/C([O-])=C(\[H])C([H])([H])[O+]=O
frag393,0,1,[H]CC([H])([H])[C+]([H])[O+]([H])O[H]
frag394,0,2,[H]O[O+]([H])[C-]([H])[C-]([H])[H]
frag395,0,2,[H]C[O+]([H])O[H]
frag396,0,1,[H]O/[O+]=[C-]/C([H])([H])C([H])=O
frag397,0,1,[H]O/[O+]=[C-]\C([H])([H])C([H])=O
frag398,0,1,[H]CC([H])([H])/C([H])=[O+]/[O+]([H])[H]
frag399,0,1,[H]CC([H])([H])/C([H])=[O+]\[O+]([H])[H]
frag400,0,2,[H][C-]([H])[C-]([H])O[O+]([H])[H]
frag401,0,2,[H]/[C-]=[O+]/[O+]([H])[H]
frag402,0,2,[H]/[C-]=[O+]\[O+]([H])[H]
frag403,0,1,[H]CC([H])([H])C([H])=O
frag404,0,1,[H]C(=O)C([H])([H])/C([H])=[O+]/[O-]
frag405,0,1,[H]C(=O)C([H])([H])/C([H])=[O+]\[O-]
frag406,0,1,[H]O[O+]1C([H])([H])[C@@]1([H])[C+]([H])[H]
frag407,0,1,[H]O[O+]1C([H])([H])[C@]1([H])[C+]([H])[H]
frag408,0,1,[H]/[O+]=[O+]/C1([H])C([H])([H])C1([H])[H]
frag409,0,1,[H]/[O+]=[O+]\C1([H])C([H])([H])C1([H])[H]
frag410,0,2,[H]O[O+]1[C@@]2([H])C([H])([H])[C@@]12[H]
frag411,0,2,[H]O[O+]1[C@@]2([H])C([H])([H])[C@]12[H]
frag412,0,2,[H]O[O+]1[C@]2([H])C([H])([H])[C@@]12[H]
frag413,0,1,[H]O[O+]1C([H])([H])[C@@]1([H])[O-]
frag414,0,1,[H]O[O+]1C([H])([H])[C@]1([H])[O-]
frag415,0,1,[H]OO[C@@]([H])([C+]([H])[H])C([H])([H])[O-]
frag416,0,1,[H]OO[C@]([H])([C+]([H])[H])C([H])([H])[O-]
frag417,0,1,[H][C+]([H])[C@@]1([H])[O+]([H])OC1([H])[H]
frag418,0,1,[H][C+]([H])[C@]1([H])[O+]([H])OC1([H])[H]
frag419,0,2,[H][O+]1O[C@@]2([H])C([H])([H])[C@@]12[H]
frag420,0,2,[H][O+]1O[C@@]2([H])C([H])([H])[C@]12[H]
frag421,0,2,[H][O+]1O[C@]2([H])C([H])([H])[C@@]12[H]
frag422,0,2,[H][O+]1O[C@]2([H])C([H])([H])[C@]12[H]
frag423,0,1,[H][O+]1OC([H])([H])[C@@]1([H])[O-]
frag424,0,1,[H][O+]1OC([H])([H])[C@]1([H])[O-]
frag425,0,2,[H][O+]([O-])C1([O-])C([H])([H])C1([H])[H]
frag426,0,1,[H]/[O+]=[O+]/C([H])([H])[C-]([H])C([H])([H])[O-]
frag427,0,1,[H]/[O+]=[O+]\C([H])([H])[C-]([H])C([H])([H])[O-]
frag428,0,1,[H]OOC([H])([H])[C-]([H])[O+]=C([H])[H]
frag429,0,2,[H][C-]([H])[C@@]1([H])OC1([H])[H]
frag430,0,2,[H][C-]([H])[C@]1([H])OC1([H])[H]
frag431,0,1,[H]OOC([H])([H])C(O[H])=C([H])[H]
frag432,0,2,[H][O+]=C1C([H])([H])C1([H])[H]
frag433,0,2,[H]O[C@@]1([H])[C-]([H])C1([H])[H]
frag434,0,2,[H]O[C@]1([H])[C-]([H])C1([H])[H]
frag435,0,1,[H]O[O+]([O-])C([H])([H])C([H])=C([H])[H]
frag436,0,2,[H]O[O+]=O
frag437,0,2,[H][C-]1C([H])([H])C1([H])[H]
frag438,0,2,[H]O[O+]([O-])[C@]1([H])[C-]([H])C1([H])[H]
frag439,0,2,[H]O[O+]([O-])[C@@]1([H])[C-]([H])C1([H])[H]
frag440,0,1,[H]OOOC([H])([C+]([H])[H])[C-]([H])[H]
frag441,0,2,[H][C-]([H])[C@]1([H])[O+]=[O+]C1([H])[H]
frag442,0,2,[H][C-]([H])[C@@]1([H])[O+]=[O+]C1([H])[H]
frag443,0,2,[H][C-]([H])[C@]1([H])O[O+]([O-])C1([H])[H]
frag444,0,2,[H][C-]([H])[C@@]1([H])O[O+]([O-])C1([H])[H]
frag445,0,2,[H]C1([H])C([H])([H])C1([H])[O+]=O
frag446,0,1,[H]OO[C@]([H])(/C([H])=[O+]/[H])[C-]([H])[H]
frag447,0,1,[H]OO[C@@]([H])(/C([H])=[O+]/[H])[C-]([H])[H]
frag448,0,1,[H]OO[C@]([H])(/C([H])=[O+]\[H])[C-]([H])[H]
frag449,0,1,[H]OO[C@@]([H])(/C([H])=[O+]\[H])[C-]([H])[H]
frag450,0,1,[H]O/[O+]=C(\[H])[C@@]([H])(O[H])[C-]([H])[H]
frag451,0,1,[H]O/[O+]=C(\[H])[C@]([H])(O[H])[C-]([H])[H]
frag452,0,1,[H]O/[O+]=C(/[H])[C@@]([H])(O[H])[C-]([H])[H]
frag453,0,1,[H]O/[O+]=C(/[H])[C@]([H])(O[H])[C-]([H])[H]
frag454,0,1,[H]C([H])=C([H])C([H])([H])O[O+]([H])[O-]
frag455,0,2,[H][C-]1C([H])([H])[C@]1([H])O[O+]([H])[O-]
frag456,0,2,[H][C-]1C([H])([H])[C@@]1([H])O[O+]([H])[O-]
frag457,0,1,[H][C+]([H])C([H])(O[O+]([H])[O-])[C-]([H])[H]
frag458,0,1,[H]/[O+]=[O+]/[C@@]([H])([C-]([H])[H])C([H])([H])[O-]
frag459,0,1,[H]/[O+]=[O+]/[C@]([H])([C-]([H])[H])C([H])([H])[O-]
frag460,0,1,[H]/[O+]=[O+]\[C@@]([H])([C-]([H])[H])C([H])([H])[O-]
frag461,0,1,[H]/[O+]=[O+]\[C@]([H])([C-]([H])[H])C([H])([H])[O-]
frag462,0,1,[H]O[C@@]([H])([C-]([H])[H])C([H])([H])[O+]=O
frag463,0,1,[H]O[C@]([H])([C-]([H])[H])C([H])([H])[O+]=O
frag464,0,1,[H]OC1([H])C([H])([H])C1([H])[H]
frag465,0,1,[H]OOC([H])([H])C(=O)C([H])([H])[H]
frag466,0,1,[H]OOC([H])([H])C([H])([H])C([H])=O
frag467,0,2,[H]C1([H])[O+]([O-])C([H])([H])C1([H])[O-]
frag468,0,1,[H]OO[C@]([H])(C([H])=O)C([H])([H])[H]
frag469,0,1,[H]OO[C@@]([H])(C([H])=O)C([H])([H])[H]
frag470,0,1,[H]O/[O+]=C(\[H])[C@@]([H])([O-])C([H])([H])[H]
frag471,0,1,[H]O/[O+]=C(\[H])[C@]([H])([O-])C([H])([H])[H]
frag472,0,1,[H]O/[O+]=C(/[H])[C@@]([H])([O-])C([H])([H])[H]
frag473,0,1,[H]O/[O+]=C(/[H])[C@]([H])([O-])C([H])([H])[H]
frag474,0,1,[H]C(=O)C([H])([H])O[O+]([H])[C-]([H])[H]
frag475,0,1,[H][C+]([H])[C@@]([H])([O-])C([H])([H])[O+]([H])[O-]
frag476,0,1,[H][C+]([H])[C@]([H])([O-])C([H])([H])[O+]([H])[O-]
frag477,0,2,[H][O+]([O-])[C@]1([H])C([H])([H])[C@@]1([H])[O-]
frag478,0,2,[H][O+]([O-])[C@]1([H])C([H])([H])[C@]1([H])[O-]
frag479,0,2,[H][O+]([O-])[C@@]1([H])C([H])([H])[C@@]1([H])[O-]
frag480,0,2,[H][O+]([O-])[C@@]1([H])C([H])([H])[C@]1([H])[O-]
frag481,0,1,[H]C([H])([H])[C@]([H])([O-])C([H])([H])[O+]=O
frag482,0,1,[H]C([H])([H])[C@@]([H])([O-])C([H])([H])[O+]=O
frag483,0,1,[H]O[O+]([H])C([H])([H])C([O-])=C([H])[H]
frag484,0,1,[H]C1([H])C(=O)C1([H])[H]
frag485,0,1,[H]OO[C@]1([H])C(=O)C1([H])[H]
frag486,0,1,[H]OO[C@@]1([H])C(=O)C1([H])[H]
frag487,0,1,[H]C([H])=C([O-])C([H])([H])O[O+]([H])[H]
frag488,0,1,[H]C[C@]([H])([O-])C([H])([H])[O+]([H])O[H]
frag489,0,1,[H]C[C@@]([H])([O-])C([H])([H])[O+]([H])O[H]
frag490,0,1,[H][C+]1C([H])([H])[C@@]1([H])[O-]
frag491,0,1,[H][C+]1C([H])([H])[C@]1([H])[O-]
frag492,0,1,[H]OO[C@@]1([H])[C+]([H])[C@]1([H])[O-]
frag493,0,1,[H]OO[C@@]1([H])[C+]([H])[C@@]1([H])[O-]
frag494,0,1,[H]OO[C@]1([H])[C+]([H])[C@]1([H])[O-]
frag495,0,1,[H]OO[C@]1([H])[C+]([H])[C@@]1([H])[O-]
frag496,0,1,[H]C[C@]([H])([O-])C([H])([H])O[O+]([H])[H]
frag497,0,1,[H]C[C@@]([H])([O-])C([H])([H])O[O+]([H])[H]
frag498,0,1,[H]O[O+]([H])[C@]([H])(C([H])=O)[C-]([H])[H]
frag499,0,1,[H]O[O+]([H])[C@@]([H])(C([H])=O)[C-]([H])[H]
frag500,0,1,[H]O[O+]([H])[C-]([H])[C@@]([H])([O-])[C+]([H])[H]
frag501,0,1,[H]O[O+]([H])[C-]([H])[C@]([H])([O-])[C+]([H])[H]
frag502,0,1,[H]O/[O+]=C1/C([H])([H])[C@]1([H])[O-]
frag503,0,1,[H]O/[O+]=C1/C([H])([H])[C@@]1([H])[O-]
frag504,0,1,[H]O/[O+]=C1\C([H])([H])[C@]1([H])[O-]
frag505,0,1,[H]O/[O+]=C1\C([H])([H])[C@@]1([H])[O-]
frag506,0,1,[H]C(=O)[C@@]([H])(O[O+]([H])[H])[C-]([H])[H]
frag507,0,1,[H]C(=O)[C@]([H])(O[O+]([H])[H])[C-]([H])[H]
frag508,0,1,[H][C+]([H])[C@]([H])([O-])[C-]([H])O[O+]([H])[H]
frag509,0,1,[H][C+]([H])[C@@]([H])([O-])[C-]([H])O[O+]([H])[H]
frag510,0,1,[H]C1([H])[C@]([H])([O-])[C@@]1([H])[O+]=O
frag511,0,1,[H]C1([H])[C@]([H])([O+]=O)[C@]1([H])[O-]
frag512,0,1,[H]C1([H])[C@]([H])([O-])[C@]1([H])[O+]=O
frag513,0,1,[H]C1([H])[C@@]([H])([O-])[C@]1([H])[O+]=O
frag514,0,1,[H]O[O+]1C([H])([H])[C+]([H])C1([H])[H]
frag515,0,1,[H]CC([H])([H])[O+](O[H])C([H])([H])[O-]
frag516,0,1,[H][C+]1C([H])([H])O[O+]([H])C1([H])[H]
frag517,0,1,[H]CC([H])([H])O[O+]([H])C([H])([H])[O-]
frag518,0,1,[H]/[O+]=[O+]/C([H])([H])[C@@]([H])([O-])[C-]([H])[H]
frag519,0,1,[H]/[O+]=[O+]/C([H])([H])[C@]([H])([O-])[C-]([H])[H]
frag520,0,1,[H]/[O+]=[O+]\C([H])([H])[C@@]([H])([O-])[C-]([H])[H]
frag521,0,1,[H]/[O+]=[O+]\C([H])([H])[C@]([H])([O-])[C-]([H])[H]
frag522,0,1,[H]OOC([H])([H])/C([H])=[O+]/[C-]([H])[H]
frag523,0,1,[H]OOC([H])([H])/C([H])=[O+]\[C-]([H])[H]
frag524,0,2,[H][C-]1C([H])([H])OC1([H])[H]
frag525,0,1,[H]OOOC([H])([H])C([H])=C([H])[H]
frag526,0,2,[H][C-]1C([H])([H])[O+]=[O+]C1([H])[H]
frag527,0,2,[H][C-]1C([H])([H])O[O+]([O-])C1([H])[H]
frag528,0,1,[H]OO/C([H])=C(\[H])C([H])([H])O[H]
frag529,0,1,[H]OO/C([H])=C(/[H])C([H])([H])O[H]
frag530,0,1,[H]OC([H])([H])[C-]([H])C([H])([H])[O+]=O
frag531,0,1,[H]O[O+]1[C-]([H])C1([H])[H]
frag532,0,1,[H]O[O+]([C+]([H])C([H])([H])[O-])[C-]([H])[H]
frag533,0,2,[H]C([H])([O-])[C@]1([H])[O+]([O-])C1([H])[H]
frag534,0,2,[H]C([H])([O-])[C@@]1([H])[O+]([O-])C1([H])[H]
frag535,0,1,[H][C-]1[O+]([H])OC1([H])[H]
frag536,0,1,[H][C+]([O+]([H])O[C-]([H])[H])C([H])([H])[O-]
frag537,0,1,[H][C+]([H])[C@@]([H])([O+]([H])[O-])C([H])([H])[O-]
frag538,0,1,[H][C+]([H])[C@]([H])([O+]([H])[O-])C([H])([H])[O-]
frag539,0,2,[H]CC([H])([H])[O-]
frag540,0,1,[H][C+](C([H])([H])[O-])C([H])([H])[O+]([H])[O-]
frag541,0,1,[H]O[O+]([H])C([H])([H])CC([H])([H])[O-]
frag542,0,1,[H][O+]([H])OC([H])([H])CC([H])([H])[O-]
frag543,0,1,[H]O[O+]([H])/C([H])=C(\[H])C([H])([H])[O-]
frag544,0,1,[H]O[O+]([H])/C([H])=C(/[H])C([H])([H])[O-]
frag545,0,1,[H]/C(O[O+]([H])[H])=C(/[H])C([H])([H])[O-]
frag546,0,1,[H]/C(O[O+]([H])[H])=C(\[H])C([H])([H])[O-]
frag547,0,1,[H]O[O+]1[C+]([H])C([H])([H])C1([H])[H]
frag548,0,1,[H]O[O+](C([H])=C([H])[H])C([H])([H])[O-]
frag549,0,2,[H]O[O+]1[C-]([H])C([H])([H])[C@@]1([H])[O-]
frag550,0,2,[H]O[O+]1[C-]([H])C([H])([H])[C@]1([H])[O-]
frag551,0,1,[H][C+]([H])C([H])([H])[o+]1[c-]([H])[o+]1[H]
frag552,0,2,[H][o+]1[c-]2[o+]1C([H])([H])C2([H])[H]
frag553,0,1,[H][C+]([H])C([H])([H])[C@]1([H])O[O+]1[H]
frag554,0,1,[H][C+]([H])C([H])([H])[C@@]1([H])O[O+]1[H]
frag555,0,1,[H][O+]1O[C@@]1([H])[O-]
frag556,0,1,[H][O+]1O[C@]1([H])[O-]
frag557,0,1,[H]O[C@]([H])([O-])OC([H])([H])[C+]([H])[H]
frag558,0,1,[H]O[C@@]([H])([O-])OC([H])([H])[C+]([H])[H]
frag559,0,2,[H][C-]([H])C([H])([H])[C@@]1([O-])O[O+]1[H]
frag560,0,2,[H][C-]([H])C([H])([H])[C@]1([O-])O[O+]1[H]
frag561,0,2,[H]O[C@]1([O-])OC([H])([H])C1([H])[H]
frag562,0,2,[H]O[C@@]1([O-])OC([H])([H])C1([H])[H]
frag563,0,1,[H][C+]([H])C([H])([H])[O+]([O-])C([H])([H])[O-]
frag564,0,1,[H]C[O+](O[H])C([H])([H])C([H])([H])[O-]
frag565,0,1,[H]O[O+]([C+]([H])[H])[C-]([H])C([H])([H])[O-]
frag566,0,2,[H]O[O+]1[C-]([H])[C@]([H])([O-])C1([H])[H]
frag567,0,2,[H]O[O+]1[C-]([H])[C@@]([H])([O-])C1([H])[H]
frag568,0,1,[H]O[O+](/C([H])=[O+]/[C-]([H])[H])[C-]([H])[H]
frag569,0,1,[H]O[O+](/C([H])=[O+]\[C-]([H])[H])[C-]([H])[H]
frag570,0,1,[H]OO/C([H])=[O+]/C([H])([H])[C-]([H])[H]
frag571,0,1,[H]OO/C([H])=[O+]\C([H])([H])[C-]([H])[H]
frag572,0,2,[H]C1=[O+]C([H])([H])C([H])([H])O1
frag573,0,2,[H]C([H])=[O+][C@@]1([H])OC1([H])[H]
frag574,0,2,[H]C([H])=[O+][C@]1([H])OC1([H])[H]
frag575,0,2,[H][C-]([H])[O+]([O-])[C@@]1([H])OC1([H])[H]
frag576,0,2,[H][C-]([H])[O+]([O-])[C@]1([H])OC1([H])[H]
frag577,0,1,[H]C1([H])O[C@@]2([H])O[C@]12[H]
frag578,0,1,[H]C1([H])O[C@]2([H])O[C@]12[H]
frag579,0,1,[H]C1([H])O[C@@]2([H])O[C@@]12[H]
frag580,0,1,[H]C1([H])O[C@]2([H])O[C@@]12[H]
frag581,0,1,[H]O[O+](/[C-]=[O+]/[H])C([H])([H])[C-]([H])[H]
frag582,0,1,[H]O[O+](/[C-]=[O+]\[H])C([H])([H])[C-]([H])[H]
frag583,0,1,[H]OC(=C([H])[H])[O+](O[H])[C-]([H])[H]
frag584,0,1,[H]OO/C(=[O+]/[H])C([H])([H])[C-]([H])[H]
frag585,0,1,[H]OO/C(=[O+]\[H])C([H])([H])[C-]([H])[H]
frag586,0,2,[H]/[O+]=C1/OC([H])([H])C1([H])[H]
frag587,0,2,[H]/[O+]=C1\OC([H])([H])C1([H])[H]
frag588,0,1,[H]OO[C@@]([H])(O[C+]([H])[H])[C-]([H])[H]
frag589,0,1,[H]OO[C@]([H])(O[C+]([H])[H])[C-]([H])[H]
frag590,0,2,[H][C-]([H])[C@]1([H])OC([H])([H])[O+]1[O-]
frag591,0,2,[H][C-]([H])[C@@]1([H])OC([H])([H])[O+]1[O-]
frag592,0,1,[H]C1([H])[C@]2([H])O[C@@]1([H])O2
frag593,0,1,[H]C1([H])[C@]2([H])O[C@]1([H])O2
frag594,0,1,[H]OO[C@@]([H])(O[H])C([H])=C([H])[H]
frag595,0,1,[H]OO[C@]([H])(O[H])C([H])=C([H])[H]
frag596,0,2,[H]O[C@@]1([H])[C-]([H])C([H])([H])[O+]1[O-]
frag597,0,2,[H]O[C@]1([H])[C-]([H])C([H])([H])[O+]1[O-]
frag598,0,1,[H]O[O+]([O-])[C-]([H])C([H])([H])[C+]([H])[H]
frag599,0,1,[H]O[O+]1[O+]=C1[H]
frag600,0,1,[H][C-]([H])[C-]([H])[H]
frag601,0,2,[H]C1=[O+][O+]1C([H])([H])[C-]([H])[H]
frag602,0,1,[H]O[O+]1O[C@@]1([H])[C-]([H])[H]
frag603,0,1,[H]O[O+]1O[C@]1([H])[C-]([H])[H]
frag604,0,2,[H][C+]([H])[O+]1O[C@@]1([H])[C-]([H])[H]
frag605,0,2,[H][C+]([H])[O+]1O[C@]1([H])[C-]([H])[H]
frag606,0,1,[H][C-]1C([H])([H])[O+]2O[C@@]12[H]
frag607,0,1,[H][C-]1C([H])([H])[O+]2O[C@]12[H]
frag608,0,2,[H][C-]([H])C([H])([H])C1([H])[O+]=[O+]1
frag609,0,2,[H][C-]([H])C([H])([H])[C@]1([H])O[O+]1[O-]
frag610,0,2,[H][C-]([H])C([H])([H])[C@@]1([H])O[O+]1[O-]
frag611,0,1,[H][C-]1[O+]2O[C@@]2([H])C1([H])[H]
frag612,0,1,[H][C-]1[O+]2O[C@]2([H])C1([H])[H]
frag613,0,1,[H]O[O+](/C([H])=[O+]/[H])[C-]([H])[C-]([H])[H]
frag614,0,1,[H]O[O+](/C([H])=[O+]\[H])[C-]([H])[C-]([H])[H]
frag615,0,1,[H]C[O+](O[H])[C@@]([H])(O[H])[C-]([H])[H]
frag616,0,1,[H]C[O+](O[H])[C@]([H])(O[H])[C-]([H])[H]
frag617,0,2,[H]O[C@]1([H])[O+]=C([H])C1([H])[H]
frag618,0,2,[H]O[C@@]1([H])[O+]=C([H])C1([H])[H]
frag619,0,2,[H]O[C@]1([H])[O+]([O-])[C-]([H])C1([H])[H]
frag620,0,2,[H]O[C@@]1([H])[O+]([O-])[C-]([H])C1([H])[H]
frag621,0,1,[H][C+]([H])C([H])([H])[C-]([H])O[O+]([H])[O-]
frag622,0,1,[H]c1o[o+]([H])[o+]1
frag623,0,1,[H]O/[O+]=C(\[H])OC([H])([H])[C-]([H])[H]
frag624,0,1,[H]O/[O+]=C(/[H])OC([H])([H])[C-]([H])[H]
frag625,0,1,[H][C-]([H])C1([H])O[O+]([H])O1
frag626,0,1,[H]OO[C@]([H])([O+]=C([H])[H])[C-]([H])[H]
frag627,0,1,[H]OO[C@@]([H])([O+]=C([H])[H])[C-]([H])[H]
frag628,0,1,[H]/[O+]=[O+]/[C@]([H])([O-])C([H])([H])[C-]([H])[H]
frag629,0,1,[H]/[O+]=[O+]/[C@@]([H])([O-])C([H])([H])[C-]([H])[H]
frag630,0,1,[H]/[O+]=[O+]\[C@]([H])([O-])C([H])([H])[C-]([H])[H]
frag631,0,1,[H]/[O+]=[O+]\[C@@]([H])([O-])C([H])([H])[C-]([H])[H]
frag632,0,1,[H]/[O+]=C(\[H])[O+]([O-])C([H])([H])[C-]([H])[H]
frag633,0,1,[H]/[O+]=C(/[H])[O+]([O-])C([H])([H])[C-]([H])[H]
frag634,0,1,[H]O[C@@]([H])([C-]([H])[H])[O+]([O-])[C+]([H])[H]
frag635,0,1,[H]O[C@]([H])([C-]([H])[H])[O+]([O-])[C+]([H])[H]
frag636,0,1,[H]O[C@]([H])([O+]=O)C([H])([H])[C-]([H])[H]
frag637,0,1,[H]O[C@@]([H])([O+]=O)C([H])([H])[C-]([H])[H]
frag638,0,1,[H]O[O+]([C-]=O)C([H])([H])C([H])([H])[H]
frag639,0,1,[H]O[O+](C(=O)C([H])([H])[H])[C-]([H])[H]
frag640,0,2,[H]C(=O)[O+]1C([H])([H])C1([H])[H]
frag641,0,2,[H][C+]([H])[O+]1C([H])([H])[C@]1([H])[O-]
frag642,0,2,[H][C+]([H])[O+]1C([H])([H])[C@@]1([H])[O-]
frag643,0,1,[H]C1([H])[O+]2[C@@]([H])([O-])[C@]21[H]
frag644,0,1,[H]C1([H])[O+]2[C@]([H])([O-])[C@]21[H]
frag645,0,1,[H]C1([H])[O+]2[C@]1([H])[C@]2([H])[O-]
frag646,0,1,[H]C1([H])[O+]2[C@]([H])([O-])[C@@]21[H]
frag647,0,1,[H]O[O+](C([H])=O)[C-]([H])C([H])([H])[H]
frag648,0,1,[H]C[O+](O[H])[C@@]([H])([O-])C([H])([H])[H]
frag649,0,1,[H]C[O+](O[H])[C@]([H])([O-])C([H])([H])[H]
frag650,0,1,[H]C[O+]1[O+]([H])C([H])([H])C1([H])[H]
frag651,0,1,[H][C+]([H])[O+]1[C-]([H])C([H])([H])[O+]1[H]
frag652,0,2,[H][C-]1[O+]2[O+]([H])[C@]1([H])C2([H])[H]
frag653,0,2,[H][C-]1[O+]2[O+]([H])[C@@]1([H])C2([H])[H]
frag654,0,1,[H]C(=O)O[O+]([H])C([H])([H])[C-]([H])[H]
frag655,0,1,[H]OC([H])([H])C([H])([H])OC([H])=O
frag656,0,1,[H][O+]1O[C@@]([H])([O-])C1([H])[H]
frag657,0,1,[H][O+]1O[C@]([H])([O-])C1([H])[H]
frag658,0,1,[H]OC([H])([H])[C@]([H])([O-])[O+]=C([H])[H]
frag659,0,1,[H]OC([H])([H])[C@@]([H])([O-])[O+]=C([H])[H]
frag660,0,2,[H]O[C@]1([H])C([H])([H])O[C@@]1([H])[O-]
frag661,0,2,[H]O[C@]1([H])C([H])([H])O[C@]1([H])[O-]
frag662,0,2,[H]O[C@@]1([H])C([H])([H])O[C@@]1([H])[O-]
frag663,0,2,[H]O[C@@]1([H])C([H])([H])O[C@]1([H])[O-]
frag664,0,1,[H]C(=O)[O+]([O-])C([H])([H])C([H])([H])[H]
frag665,0,1,[H][C+]([H])[O+]([O-])[C@@]([H])([O-])C([H])([H])[H]
frag666,0,1,[H][C+]([H])[O+]([O-])[C@]([H])([O-])C([H])([H])[H]
frag667,0,1,[H]O[O+](C([O-])=C([H])[H])C([H])([H])[H]
frag668,0,1,[H]OOC(=O)C([H])([H])C([H])([H])[H]
frag669,0,1,[H]O[O+]1C([O-])=C([H])C1([H])[H]
frag670,0,1,[H]O[O+]([H])C(=O)C([H])([H])[C-]([H])[H]
frag671,0,2,[H][O+]1C(=O)C([H])([H])C1([H])[H]
frag672,0,1,[H]O[O+]1C(=O)C([H])([H])[C-]1[H]
frag673,0,1,[H][O+]([H])[O+]1CC([H])([H])C1([H])[H]
frag674,0,1,[H][C-]([H])C([H])([H])C(=O)O[O+]([H])[H]
frag675,0,1,[H]C1([H])C(=O)[O+]([O-])C1([H])[H]
frag676,0,1,[H]C[C@]([H])([O-])[O+](O[H])C([H])([H])[H]
frag677,0,1,[H]C[C@@]([H])([O-])[O+](O[H])C([H])([H])[H]
frag678,0,1,[H]OO[C@@]([H])([O-])[C+]([H])C([H])([H])[H]
frag679,0,1,[H]OO[C@]([H])([O-])[C+]([H])C([H])([H])[H]
frag680,0,1,[H]C([H])=C([H])[O+]1[O+]([H])C1([H])[H]
frag681,0,1,[H]C1=[O+][O+]([H])C([H])([H])C1([H])[H]
frag682,0,2,[H][C-]1[O+]2[O+]([H])[C@@]2([H])C1([H])[H]
frag683,0,2,[H][C-]1[O+]2[O+]([H])[C@]2([H])C1([H])[H]
frag684,0,1,[H][C+]([H])[C@]([H])([O-])O[O+]([H])[C-]([H])[H]
frag685,0,1,[H][C+]([H])[C@@]([H])([O-])O[O+]([H])[C-]([H])[H]
frag686,0,1,[H]OC([H])([H])O[C@@]([H])([O-])[C+]([H])[H]
frag687,0,1,[H]OC([H])([H])O[C@]([H])([O-])[C+]([H])[H]
frag688,0,2,[H]O[C@]1([H])O[C@@]([H])([O-])C1([H])[H]
frag689,0,2,[H]O[C@]1([H])O[C@]([H])([O-])C1([H])[H]
frag690,0,2,[H]O[C@@]1([H])O[C@@]([H])([O-])C1([H])[H]
frag691,0,2,[H]O[C@@]1([H])O[C@]([H])([O-])C1([H])[H]
frag692,0,1,[H][C+]([H])[C@]([H])([O-])[O+]([O-])C([H])([H])[H]
frag693,0,1,[H][C+]([H])[C@@]([H])([O-])[O+]([O-])C([H])([H])[H]
frag694,0,1,[H]C([H])([H])C([H])([H])[C@]([H])([O-])[O+]=O
frag695,0,1,[H]C([H])([H])C([H])([H])[C@@]([H])([O-])[O+]=O
frag696,0,1,[H]O[O+]1C([H])([H])C[C@]1([H])[O-]
frag697,0,1,[H]O[O+]1C([H])([H])C[C@@]1([H])[O-]
frag698,0,1,[H]O[O+]([H])[C@@]([H])([O-])C([H])=C([H])[H]
