frag_id,charge,spin_multiplicity,fragment
frag2061,0,1,[H][C-]1[O+]([H])C([H])([H])OOC1([H])[H]
frag2062,0,1,[H]O[O+]1[C@]2([H])O[C-]([H])[C@]12[H]
frag2063,0,1,[H]O[O+]1[C@]2([H])O[C-]([H])[C@@]12[H]
frag2064,0,1,[H]O[O+]1[C@@]2([H])[C-]([H])O[C@]12[H]
frag2065,0,1,[H]O[O+]1[C@@]2([H])O[C-]([H])[C@@]12[H]
frag2066,0,1,[H][C-](O[C@@]1([H])O[O+]1[H])C([H])([H])[H]
frag2067,0,1,[H][C-](O[C@]1([H])O[O+]1[H])C([H])([H])[H]
frag2068,0,1,[H][C-]1O[C@@]2([H])O[O+]([H])[C@@]12[H]
frag2069,0,1,[H][C-]1O[C@@]2([H])O[O+]([H])[C@]12[H]
frag2070,0,1,[H][C-]1O[C@]2([H])O[O+]([H])[C@@]12[H]
frag2071,0,1,[H][C-]1O[C@]2([H])O[O+]([H])[C@]12[H]
frag2072,0,1,[H][C-]1O[C@@]2(O[O+]2[H])C1([H])[H]
frag2073,0,1,[H][C-]1O[C@]2(O[O+]2[H])C1([H])[H]
frag2074,0,1,[H]O[O+]1[C-]([C-]([H])[O+]([H])[H])C1([H])[H]
frag2075,0,1,[H][C-]([C-]1[O+]([H])OC1([H])[H])[O+]([H])[H]
frag2076,0,1,[H][C-]([H])[C@]1([H])[C-]([H])[O+]([H])O[O+]1[H]
frag2077,0,1,[H][C-]([H])[C@@]1([H])[C-]([H])[O+]([H])O[O+]1[H]
frag2078,0,1,[H][C-]1[C-]([H])C([H])([H])[O+]([H])O[O+]1[H]
frag2079,0,1,[H]O[O+]1[C-]([H])[C@]1([H])[C-]([H])[O+]([H])[H]
frag2080,0,1,[H]O[O+]1[C-]([H])[C@@]1([H])[C-]([H])[O+]([H])[H]
frag2081,0,1,[H][C-]1O[O+]([H])[C@@]1([H])[C-]([H])[O+]([H])[H]
frag2082,0,1,[H][C-]1O[O+]([H])[C@]1([H])[C-]([H])[O+]([H])[H]
frag2083,0,1,[H][C-]([C-]([H])[C@@]1([H])O[O+]1[H])[O+]([H])[H]
frag2084,0,1,[H][C-]([C-]([H])[C@]1([H])O[O+]1[H])[O+]([H])[H]
frag2085,0,1,[H][C-]1[O+]([H])[O+]([H])[C@]1([H])C([H])([H])[O-]
frag2086,0,1,[H][C-]1[O+]([H])[O+]([H])[C@@]1([H])C([H])([H])[O-]
frag2087,0,1,[H][C-]([O+]([H])[H])[C@]1([H])[O+]([O-])C1([H])[H]
frag2088,0,1,[H][C-]([O+]([H])[H])[C@@]1([H])[O+]([O-])C1([H])[H]
frag2089,0,1,[H][C-]([O+]([H])[H])[C@]1([H])OOC1([H])[H]
frag2090,0,1,[H][C-]([O+]([H])[H])[C@@]1([H])OOC1([H])[H]
frag2091,0,1,[H][C-]1[O+]([H])O[O+]([H])[C-]([H])C1([H])[H]
frag2092,0,1,[H][o+]1[o+]([C-3])[o+]1C([H])([H])C([H])([H])[H]
frag2093,0,1,[H][C-]([H])O[O+]1[C-]([H])C([H])([H])[O+]1[H]
frag2094,0,1,[H][C-]([H])[o+]1o[o+]1[C-]([H])C([H])([H])[H]
frag2095,0,1,[H][C-]([C-]([H])C([H])([H])[H])[o+]1o[o+]1[H]
frag2096,0,1,[H][C-]([H])[C-]([H])[O+]1OC([H])([H])[O+]1[H]
frag2097,0,1,[H][C-]([H])[C-]([H])[o+]1o[o+]1C([H])([H])[H]
frag2098,0,1,[H][C-]([o+]1oo1)C([H])([H])C([H])([H])[H]
frag2099,0,1,[H][C-]1[C-]([H])C([H])([H])O[O+]1[O+]([H])[H]
frag2100,0,1,[H][C-]1[C-]([H])C([H])([H])[o+]2o[o+]21
frag2101,0,1,[H][C-]1O[O+]([O+]([H])[H])[C-]([H])C1([H])[H]
frag2102,0,1,[H][C-]1[o+]2o[o+]2[C-]([H])C1([H])[H]
frag2103,0,1,[H][C-]([H])[O+]1OC([H])([H])[C-]([H])[O+]1[H]
frag2104,0,1,[H][C-]([H])[C-]([H])[O+]([H])[O+]1OC1([H])[H]
frag2105,0,1,[H]OC([H])([H])[O+]1O[C-]([H])C1([H])[H]
frag2106,0,1,[H][C-]1O[O+]2C([H])([H])[C@]12[H]
frag2107,0,1,[H][C-]1O[O+]2C([H])([H])[C@@]12[H]
frag2108,0,1,[H][C-]1OO[O+]([H])[C@]1([H])C([H])([H])[H]
frag2109,0,1,[H][C-]1OO[O+]([H])[C@@]1([H])C([H])([H])[H]
frag2110,0,1,[H][C-]1OOC([H])([H])[O+]([H])C1([H])[H]
frag2111,0,1,[H][C-]1O[O+](C([H])([H])[H])OC1([H])[H]
frag2112,0,1,[H][C-]1OOC([H])([H])[C@@]1([H])[O+]([H])[H]
frag2113,0,1,[H][C-]1OOC([H])([H])[C@]1([H])[O+]([H])[H]
frag2114,0,1,[H][C-]1O[O+]2O[C@]1([H])C2([H])[H]
frag2115,0,1,[H][C-]1O[O+]2O[C@@]1([H])C2([H])[H]
frag2116,0,1,[H][C-](O[O+]1OC1([H])[H])C([H])([H])[H]
frag2117,0,1,[H][C-]([O+]([H])[H])C([H])([H])[c-]1o[o+]1[H]
frag2118,0,1,[H][C-]([O+]([H])[H])C([H])([H])C1([H])OO1
frag2119,0,1,[H][C-]([H])[O+]1O[O+]([H])[C-]([H])C1([H])[H]
frag2120,0,1,[H][C-]([H])O[O+]1[O+]([H])[C-]([H])C1([H])[H]
frag2121,0,1,[H][C-]1OO[O+](C([H])([H])[H])C1([H])[H]
frag2122,0,1,[H][C-]1OO[O+]2C([H])([H])[C@]12[H]
frag2123,0,1,[H][C-]1OO[O+]2C([H])([H])[C@@]12[H]
frag2124,0,1,[H][C-]1O[O+](OC([H])([H])[H])C1([H])[H]
frag2125,0,1,[H][C-]1O[O+]2OC([H])([H])[C@]12[H]
frag2126,0,1,[H][C-]1O[O+]2OC([H])([H])[C@@]12[H]
frag2127,0,1,[H]O[C-]([H])C([H])([H])[O+]1OC1([H])[H]
frag2128,0,1,[H][C-]([O-])[C@@]1([H])[O+]([H])[O+]1C([H])([H])[H]
frag2129,0,1,[H][C-]([O-])[C@]1([H])[O+]([H])[O+]1C([H])([H])[H]
frag2130,0,1,[H][C-]([O-])[C@@]12[O+]([H])[O+]1C2([H])[H]
frag2131,0,1,[H][C-]([O-])[C@]12[O+]([H])[O+]1C2([H])[H]
frag2132,0,1,[H][C-]([O-])[C@]1([H])[O+]2[O+]([H])[C@]21[H]
frag2133,0,1,[H][C-]([O-])[C@@]1([H])[O+]2[O+]([H])[C@]21[H]
frag2134,0,1,[H][C-]([O-])[C@]1([H])[O+]2[O+]([H])[C@@]21[H]
frag2135,0,1,[H][C-]([O-])[C@@]1([H])[O+]2[O+]([H])[C@@]21[H]
frag2136,0,2,[H][C+]1C([H])([H])C1([H])[H]
frag2137,0,2,[H]O[O+]1[C-]([H])[C@]1([H])[C+]([H])[H]
frag2138,0,2,[H]O[O+]1[C-]([H])[C@@]1([H])[C+]([H])[H]
frag2139,0,2,[H]O[O+]1C(=C([H])[H])C1([H])[H]
frag2140,0,2,[H]O[O+]=C1C([H])([H])C1([H])[H]
frag2141,0,1,[H]O[O+]1[C-]2C([H])([H])[C@@]21[H]
frag2142,0,1,[H]O[O+]1[C-]2C([H])([H])[C@]21[H]
frag2143,0,2,[H][C+]([H])[C@@]1([H])[O+]([O-])C1([H])[H]
frag2144,0,2,[H][C+]([H])[C@]1([H])[O+]([O-])C1([H])[H]
frag2145,0,1,[H]C1([H])[C@]2([H])[O+]([O-])[C@]12[H]
frag2146,0,1,[H]C1([H])[C@]2([H])[O+]([O-])[C@@]12[H]
frag2147,0,1,[H]C1([H])[C@@]2([H])[O+]([O-])[C@]12[H]
frag2148,0,2,[H]C1([H])[O+]([O-])[C@]1([H])[O-]
frag2149,0,2,[H]C1([H])[O+]([O-])[C@@]1([H])[O-]
frag2150,0,1,[H][C+]([H])[C@]1([H])O[C@]1([H])[O-]
frag2151,0,1,[H][C+]([H])[C@]1([H])O[C@@]1([H])[O-]
frag2152,0,1,[H][C+]([H])[C@@]1([H])O[C@]1([H])[O-]
frag2153,0,1,[H][C+]([H])[C@@]1([H])O[C@@]1([H])[O-]
frag2154,0,1,[H][C+]([H])[C@]1([O-])OC1([H])[H]
frag2155,0,1,[H][C+]([H])[C@@]1([O-])OC1([H])[H]
frag2156,0,2,[H]C1([H])[C@]2([H])O[C@@]12[O-]
frag2157,0,2,[H]C1([H])[C@]2([H])O[C@]12[O-]
frag2158,0,2,[H]C1([H])[C@]2([O-])O[C@]12[H]
frag2159,0,2,[H]C1([H])[C@@]2([H])O[C@]12[O-]
frag2160,0,1,[H]/[O+]=[O+]/C([H])([C+]([H])[H])[C-]([H])[H]
frag2161,0,1,[H]/[O+]=[O+]\C([H])([C+]([H])[H])[C-]([H])[H]
frag2162,0,1,[H][C-]1C([H])([H])[C@@]1([H])[O-]
frag2163,0,1,[H][C-]1C([H])([H])[C@]1([H])[O-]
frag2164,0,2,[H][C+]([H])[C@]1([H])O[O+]([H])[C-]1[H]
frag2165,0,2,[H][C+]([H])[C@@]1([H])O[O+]([H])[C-]1[H]
frag2166,0,2,[H]C([H])=C1[O+]([H])OC1([H])[H]
frag2167,0,1,[H][O+]1O[C@]2([H])[C-]1C2([H])[H]
frag2168,0,1,[H][O+]1O[C@@]2([H])[C-]1C2([H])[H]
frag2169,0,1,[H][C+]([H])C([H])([C+]([H])[H])[O+]([H])[O-]
frag2170,0,2,[H][C+]1C([H])([H])[C@]1([H])[O+]([H])[O-]
frag2171,0,2,[H][C+]1C([H])([H])[C@@]1([H])[O+]([H])[O-]
frag2172,0,2,[H]O[C@]([H])([O-])[C@@]([H])([O-])[C+]([H])[H]
frag2173,0,2,[H]O[C@@]([H])([O-])[C@@]([H])([O-])[C+]([H])[H]
frag2174,0,2,[H]O[C@]([H])([O-])[C@]([H])([O-])[C+]([H])[H]
frag2175,0,2,[H]O[C@@]([H])([O-])[C@]([H])([O-])[C+]([H])[H]
frag2176,0,2,[H][C+]([H])C([O-])([C-]([H])[H])[O+]([H])[O-]
frag2177,0,2,[H]O[C@@]([O-])([C+]([H])[H])C([H])([H])[O-]
frag2178,0,2,[H]O[C@]([O-])([C+]([H])[H])C([H])([H])[O-]
frag2179,0,1,[H][C-]1C([H])([H])[C@]1([O-])[O+]([H])[O-]
frag2180,0,1,[H][C-]1C([H])([H])[C@@]1([O-])[O+]([H])[O-]
frag2181,0,1,[H]O[C@@]1([O-])C([H])([H])[C@]1([H])[O-]
frag2182,0,1,[H]O[C@]1([O-])C([H])([H])[C@]1([H])[O-]
frag2183,0,1,[H]O[C@@]1([O-])C([H])([H])[C@@]1([H])[O-]
frag2184,0,1,[H]O[C@]1([O-])C([H])([H])[C@@]1([H])[O-]
frag2185,0,1,[H][C+]([H])C([H])([H])C([H])([H])[O+]=O
frag2186,0,1,[H]C1([H])C([H])([H])C1([H])[H]
frag2187,0,1,[O+]#[O+]
frag2188,0,1,[H]C([H])([O-])C([H])([H])[O+]=O
frag2189,0,2,[H][C-](C([H])([H])[O-])C([H])([H])[O+]=O
frag2190,0,1,[H]C1=[O+]C([H])([H])[C@]1([H])[O-]
frag2191,0,1,[H]C1=[O+]C([H])([H])[C@@]1([H])[O-]
frag2192,0,1,[H]C([H])([O-])C1=[O+]C1([H])[H]
frag2193,0,2,[H]C1([O-])[C@@]2([H])O[C@]12[H]
frag2194,0,2,[H][C@@]12O[C@]1([H])[C@]2([H])[O-]
frag2195,0,2,[H][C@]1([O-])[C@]2([H])O[C@]12[H]
frag2196,0,2,[H]C1([O-])[C@]2([H])O[C@@]12[H]
frag2197,0,2,[H]/[O+]=[O+]/C([H])([H])[C-]=C([H])[H]
frag2198,0,2,[H]/[O+]=[O+]\C([H])([H])[C-]=C([H])[H]
frag2199,0,1,[H]C1([H])CC1([H])[H]
frag2200,0,2,[H]OC(=C([H])[H])[C-]([H])[H]
frag2201,0,1,[H]/[O+]=C1\C([H])([H])[C@]1([H])[O-]
frag2202,0,1,[H]/[O+]=C1\C([H])([H])[C@@]1([H])[O-]
frag2203,0,1,[H]/[O+]=C1/C([H])([H])[C@]1([H])[O-]
frag2204,0,1,[H]/[O+]=C1/C([H])([H])[C@@]1([H])[O-]
frag2205,0,1,[H]C1=C([H])C1([H])[H]
frag2206,0,2,[H]/[O+]=[O+]/C([H])([H])/C([H])=[O+]/[H]
frag2207,0,2,[H]/[O+]=C(/[H])C([H])([H])/[O+]=[O+]/[H]
frag2208,0,2,[H]/[O+]=[O+]\C([H])([H])/C([H])=[O+]/[H]
frag2209,0,2,[H]/[O+]=[O+]\C([H])([H])/C([H])=[O+]\[H]
frag2210,0,2,[H]O[C@@]([H])([C-3])C([H])([H])/[O+]=[O+]/[H]
frag2211,0,2,[H]O[C@]([H])([C-3])C([H])([H])/[O+]=[O+]/[H]
frag2212,0,2,[H]O[C@@]([H])([C-3])C([H])([H])/[O+]=[O+]\[H]
frag2213,0,2,[H]O[C@]([H])([C-3])C([H])([H])/[O+]=[O+]\[H]
frag2214,0,1,[H]CC([H])([H])[O+]([O-])O[H]
frag2215,0,2,[H]O[O+]([O-])C([H])([H])[C-]=C([H])[H]
frag2216,0,2,[H]C([H])=C([H])[C-]([H])[H]
frag2217,0,2,[H]C([H])=C([H])C([H])([H])[O+]=O
frag2218,0,2,[H]C([H])=C([H])C([H])([H])[O+]([O-])[O-]
frag2219,0,1,O=[O+][O-]
frag2220,0,1,[H][C-]1C([H])([H])[C@]1([H])[O+]=O
frag2221,0,1,[H][C-]1C([H])([H])[C@@]1([H])[O+]=O
frag2222,0,1,[H][C-]1C([H])([H])[C@]1([H])[O+]([O-])[O-]
frag2223,0,1,[H][C-]1C([H])([H])[C@@]1([H])[O+]([O-])[O-]
frag2224,0,1,[H]O[O+]1[O+]=C([H])C1([H])[H]
frag2225,0,2,[H]C1=[O+]OC1([H])[H]
frag2226,0,1,[H]C1=[O+]O[C@@]1([H])[C-]([H])[H]
frag2227,0,1,[H]C1=[O+]O[C@]1([H])[C-]([H])[H]
frag2228,0,1,[H]C1([H])C(=[O+][O-])C1([H])[H]
frag2229,0,1,[H]O[O+]1O[C@@]([H])([C-3])C1([H])[H]
frag2230,0,1,[H]O[O+]1O[C@]([H])([C-3])C1([H])[H]
frag2231,0,2,[H]O/[O+]=C(\[H])C([H])=C([H])[H]
frag2232,0,2,[H]O/[O+]=C(/[H])C([H])=C([H])[H]
frag2233,0,2,[H]C[C@@]([H])(O[H])[C-]([H])[H]
frag2234,0,2,[H]C[C@]([H])(O[H])[C-]([H])[H]
frag2235,0,1,[H]O[C@]1([H])C(=O)C1([H])[H]
frag2236,0,1,[H]O[C@@]1([H])C(=O)C1([H])[H]
frag2237,0,1,[H]CC([H])([H])O[O+]([H])[O-]
frag2238,0,2,[H]C([H])=[C-]C([H])([H])O[O+]([H])[O-]
frag2239,0,2,[H]C([H])=C([H])[C+]([H])[H]
frag2240,0,1,[H]C1=[O+][O+]([H])OC1([H])[H]
frag2241,0,1,[H]O/[O+]=C(\[H])C([H])([H])[O-]
frag2242,0,1,[H]O/[O+]=C(/[H])C([H])([H])[O-]
frag2243,0,2,[H]O/[O+]=C(\[H])[C@@]([H])([O-])[C-]([H])[H]
frag2244,0,2,[H]O/[O+]=C(\[H])[C@]([H])([O-])[C-]([H])[H]
frag2245,0,2,[H]O/[O+]=C(/[H])[C@@]([H])([O-])[C-]([H])[H]
frag2246,0,2,[H]O/[O+]=C(/[H])[C@]([H])([O-])[C-]([H])[H]
frag2247,0,2,[H]C([H])=C(O[O+]([H])[O-])[C-]([H])[H]
frag2248,0,1,[H][O+]1OC([H])([H])[C@]([H])([C-3])O1
frag2249,0,1,[H][O+]1OC([H])([H])[C@@]([H])([C-3])O1
frag2250,0,2,[H]C[C@@]([H])(O[O+]([H])[O-])[C-]([H])[H]
frag2251,0,2,[H]C[C@]([H])(O[O+]([H])[O-])[C-]([H])[H]
frag2252,0,2,[H][C-]([H])[C@]([H])([O+]=O)C([H])([H])[O-]
frag2253,0,2,[H][C-]([H])[C@@]([H])([O+]=O)C([H])([H])[O-]
frag2254,0,1,[H]OC([H])([C+]([H])[H])[C-]([H])[H]
frag2255,0,1,[H]/[O+]=[O+]/C([H])([H])CC([H])([H])[H]
frag2256,0,1,[H]/[O+]=[O+]\C([H])([H])CC([H])([H])[H]
frag2257,0,2,[H]OOC([H])([H])C#[O+]
frag2258,0,2,[H][C-]([H])[H]
frag2259,0,2,[H]C([H])=C([O-])C([H])([H])[H]
frag2260,0,2,[H]O[O+]1C([H])([H])CC1([H])[H]
frag2261,0,1,[H]O[O+]1[C@@]2([H])[C-]([H])[C@@]12[H]
frag2262,0,1,[H]O[O+]1[C@]2([H])[C-]([H])[C@@]12[H]
frag2263,0,1,[H]O[O+]1[C@@]2([H])[C-]([H])[C@]12[H]
frag2264,0,1,[H]C1([H])OC([H])([H])C1=O
frag2265,0,1,[H]C[C@@]([H])(/[O+]=[O+]/[H])C([H])([H])[H]
frag2266,0,1,[H]C[C@]([H])(/[O+]=[O+]/[H])C([H])([H])[H]
frag2267,0,1,[H]C[C@@]([H])(/[O+]=[O+]\[H])C([H])([H])[H]
frag2268,0,1,[H]C[C@]([H])(/[O+]=[O+]\[H])C([H])([H])[H]
frag2269,0,1,[H]/[O+]=[O+]/C([H])=C(\[H])C([H])([H])[H]
frag2270,0,1,[H]/[O+]=[O+]/C([H])=C(/[H])C([H])([H])[H]
frag2271,0,1,[H]/[O+]=[O+]\C([H])=C(/[H])C([H])([H])[H]
frag2272,0,1,[H]/[O+]=[O+]\C([H])=C(\[H])C([H])([H])[H]
frag2273,0,2,[H]O/[O+]=C(\[H])C([H])=O
frag2274,0,2,[H]O/[O+]=C(/[H])C([H])=O
frag2275,0,2,[H]C[C@@]([H])([O-])C([H])([H])[H]
frag2276,0,2,[H]C[C@]([H])([O-])C([H])([H])[H]
frag2277,0,1,[H]CC([H])([H])O[O+]([H])[C+]([H])[H]
frag2278,0,2,[H]C[C@@]1([H])O[O+]([H])C1([H])[H]
frag2279,0,2,[H]C[C@]1([H])O[O+]([H])C1([H])[H]
frag2280,0,2,[H][O+]1OC([H])([H])CC1([H])[H]
frag2281,0,1,[H][C-]1[C@]2([H])[O+]([H])O[C@]12[H]
frag2282,0,1,[H][C-]1[C@@]2([H])O[O+]([H])[C@]12[H]
frag2283,0,1,[H][C-]1[C@]2([H])O[O+]([H])[C@@]12[H]
frag2284,0,1,[H][C-]1[C@]2([H])O[O+]([H])[C@]12[H]
frag2285,0,2,[H]C(=O)[C+]([H])[H]
frag2286,0,2,[H]C(=O)C([H])([H])[O-]
frag2287,0,2,[H][O+]=C([H])[H]
frag2288,0,2,[H]OC([H])([H])[C@]([H])([O-])C([H])=O
frag2289,0,2,[H]OC([H])([H])[C@@]([H])([O-])C([H])=O
frag2290,0,2,[H]C([H])=C([O-])C([H])([H])[O+]([H])[O-]
frag2291,0,2,[H]OC([H])([H])C(=O)C([H])([H])[O-]
frag2292,0,2,[H][C+]([O+]([H])[O-])[C@]([H])([O-])[C-]([H])[H]
frag2293,0,2,[H][C+]([O+]([H])[O-])[C@@]([H])([O-])[C-]([H])[H]
frag2294,0,2,[H]/[O+]=C(\[H])[C@]([H])([O-])C([H])([H])[O-]
frag2295,0,2,[H]/[O+]=C(\[H])[C@@]([H])([O-])C([H])([H])[O-]
frag2296,0,2,[H]/[O+]=C(/[H])[C@]([H])([O-])C([H])([H])[O-]
frag2297,0,2,[H]/[O+]=C(/[H])[C@@]([H])([O-])C([H])([H])[O-]
frag2298,0,2,[H]C[C@@]([H])([O-])C([H])([H])[O+]([H])[O-]
frag2299,0,2,[H]C[C@]([H])([O-])C([H])([H])[O+]([H])[O-]
frag2300,0,1,[H]OC1([H])[C@]([H])([O-])[C@@]1([H])[O-]
frag2301,0,1,[H]O[C@@]1([H])[C@@]([H])([O-])[C@@]1([H])[O-]
frag2302,0,1,[H]O[C@]1([H])[C@@]([H])([O-])[C@@]1([H])[O-]
frag2303,0,1,[H]OC1([H])[C@@]([H])([O-])[C@]1([H])[O-]
frag2304,0,2,[H]C(=O)C([H])([H])[O+]=O
frag2305,0,1,[H][C+]([H])[C@@]([H])([O-])C([H])([H])[H]
frag2306,0,1,[H][C+]([H])[C@]([H])([O-])C([H])([H])[H]
frag2307,0,1,[H]/[C-]=C(/[O-])C([H])([H])/[O+]=[O+]/[H]
frag2308,0,1,[H]/[C-]=C(\[O-])C([H])([H])/[O+]=[O+]/[H]
frag2309,0,1,[H]/[C-]=C(/[O-])C([H])([H])/[O+]=[O+]\[H]
frag2310,0,1,[H]/[C-]=C(\[O-])C([H])([H])/[O+]=[O+]\[H]
frag2311,0,2,[H]C1=C([O-])C1([H])[H]
frag2312,0,1,[H]/[O+]=[O+]/[H]
frag2313,0,1,[H]/[O+]=[O+]\[H]
frag2314,0,2,[H]O[O+]([H])[C@]1([H])CC1([H])[H]
frag2315,0,2,[H]O[O+]([H])[C@@]1([H])CC1([H])[H]
frag2316,0,2,[H]/[C-]=C(/[O-])C([H])([H])[O+]([H])O[H]
frag2317,0,2,[H]/[C-]=C(\[O-])C([H])([H])[O+]([H])O[H]
frag2318,0,1,[H][C+]([H])C(=O)[C-]([H])[H]
frag2319,0,1,[H]/[O+]=[O+]/[C@]1([H])CC1([H])[H]
frag2320,0,1,[H]/[O+]=[O+]/[C@@]1([H])CC1([H])[H]
frag2321,0,1,[H]/[O+]=[O+]\[C@]1([H])CC1([H])[H]
frag2322,0,1,[H]/[O+]=[O+]\[C@@]1([H])CC1([H])[H]
frag2323,0,1,[H]OO[C@]([H])(C#[O+])[C-]([H])[H]
frag2324,0,1,[H]OO[C@@]([H])(C#[O+])[C-]([H])[H]
frag2325,0,1,[H]O/[O+]=C(\[H])C([O-])=C([H])[H]
frag2326,0,1,[H]O/[O+]=C(/[H])C([O-])=C([H])[H]
frag2327,0,2,[H][O+]([H])O[C@]1([H])CC1([H])[H]
frag2328,0,2,[H][O+]([H])O[C@@]1([H])CC1([H])[H]
frag2329,0,2,[H]/[C-]=C(/[O-])C([H])([H])O[O+]([H])[H]
frag2330,0,2,[H]/[C-]=C(\[O-])C([H])([H])O[O+]([H])[H]
frag2331,0,2,[H]C1([H])C(=O)[C@@]1([H])[O-]
frag2332,0,2,[H]C1([H])C(=O)[C@]1([H])[O-]
frag2333,0,1,[H]C([H])=C([O-])C([H])([H])[O+]=O
frag2334,0,2,[H]C([H])=C([H])[C@@]1([H])O[O+]1[H]
frag2335,0,2,[H]C([H])=C([H])[C@]1([H])O[O+]1[H]
frag2336,0,1,[H][C-]1C([H])([H])[C@]12O[O+]2[H]
frag2337,0,1,[H][C-]1C([H])([H])[C@@]12O[O+]2[H]
frag2338,0,2,[H][C+]([H])[C@]([H])([O-])[C-]([H])[O+]([H])[O-]
frag2339,0,2,[H][C+]([H])[C@@]([H])([O-])[C-]([H])[O+]([H])[O-]
frag2340,0,2,[H]C1([H])C[C@]1([H])[O-]
frag2341,0,2,[H]C1([H])C[C@@]1([H])[O-]
frag2342,0,2,[H]O[O+]([H])C1([H])C([H])=C1[H]
frag2343,0,1,[H]O[C@@]1([H])[C+]([H])[C@]1([H])[O-]
frag2344,0,1,[H]O[C@@]1([H])[C+]([H])[C@@]1([H])[O-]
frag2345,0,1,[H]O[C@]1([H])[C+]([H])[C@]1([H])[O-]
frag2346,0,1,[H]O[C@]1([H])[C+]([H])[C@@]1([H])[O-]
frag2347,0,1,[H]/[O+]=[O+]/C1([H])C([H])=C1[H]
frag2348,0,1,[H]/[O+]=[O+]\C1([H])C([H])=C1[H]
frag2349,0,2,[H]C1=C([H])C1([H])[O-]
frag2350,0,2,[H]C1=C([H])C1([H])O[O+]([H])[H]
frag2351,0,1,[H]C[C@]([H])([O-])[C+]([H])[H]
frag2352,0,1,[H]C[C@@]([H])([O-])[C+]([H])[H]
frag2353,0,2,[H][C+]1[C@]([H])([O-])[C@@]1([H])[O-]
frag2354,0,2,[H][C+]1[C@]([H])([O-])[C@]1([H])[O-]
frag2355,0,2,[H][C+]1[C@@]([H])([O-])[C@]1([H])[O-]
frag2356,0,1,[H]C[C@]([H])([O-])C([H])([H])[O+]=O
frag2357,0,1,[H]C[C@@]([H])([O-])C([H])([H])[O+]=O
frag2358,0,1,[H]C[C@]([H])([C+]([H])[H])[O+]([H])O[H]
frag2359,0,1,[H]C[C@@]([H])([C+]([H])[H])[O+]([H])O[H]
frag2360,0,1,[H]O[O+]([H])/C([H])=C(\[H])[C+]([H])[H]
frag2361,0,1,[H]O[O+]([H])/C([H])=C(/[H])[C+]([H])[H]
frag2362,0,2,[H]O[O+]([H])C1=C([H])C1([H])[H]
frag2363,0,2,[H]O[O+]([H])/C([H])=C(/[O-])[C-]([H])[H]
frag2364,0,2,[H]O[O+]([H])/C([H])=C(\[O-])[C-]([H])[H]
frag2365,0,2,[H]/[O+]=C(\[H])[C@@]([H])([O-])[C+]([H])[H]
frag2366,0,2,[H]/[O+]=C(\[H])[C@]([H])([O-])[C+]([H])[H]
frag2367,0,2,[H]/[O+]=C(/[H])[C@@]([H])([O-])[C+]([H])[H]
frag2368,0,2,[H]/[O+]=C(/[H])[C@]([H])([O-])[C+]([H])[H]
frag2369,0,1,[H]/[O+]=[O+]/C1=C([H])C1([H])[H]
frag2370,0,1,[H]/[O+]=[O+]\C1=C([H])C1([H])[H]
frag2371,0,1,[H]OOC(C([H])=O)=C([H])[H]
frag2372,0,1,[H]O/[O+]=[C-]/[C@@]([H])([O-])[C+]([H])[H]
frag2373,0,1,[H]O/[O+]=[C-]/[C@]([H])([O-])[C+]([H])[H]
frag2374,0,1,[H]O/[O+]=[C-]\[C@@]([H])([O-])[C+]([H])[H]
frag2375,0,1,[H]O/[O+]=[C-]\[C@]([H])([O-])[C+]([H])[H]
frag2376,0,1,[H]C[C@@]([H])(O[O+]([H])[H])[C+]([H])[H]
frag2377,0,1,[H]C[C@]([H])(O[O+]([H])[H])[C+]([H])[H]
frag2378,0,1,[H]C([H])=C([H])/C([H])=[O+]/[O+]([H])[H]
frag2379,0,1,[H]C([H])=C([H])/C([H])=[O+]\[O+]([H])[H]
frag2380,0,2,[H]C1=C(O[O+]([H])[H])C1([H])[H]
frag2381,0,1,[H]C(=O)[C@@]([H])([O-])[C+]([H])[H]
frag2382,0,1,[H]C(=O)[C@]([H])([O-])[C+]([H])[H]
frag2383,0,1,[H]C(=O)[C@@]([H])([O+]=O)[C-]([H])[H]
frag2384,0,1,[H]C(=O)[C@]([H])([O+]=O)[C-]([H])[H]
frag2385,0,1,[H]/C(=[O+]\[O-])[C@@]([H])([O-])[C+]([H])[H]
frag2386,0,1,[H]/C(=[O+]\[O-])[C@]([H])([O-])[C+]([H])[H]
frag2387,0,1,[H]/C(=[O+]/[O-])[C@@]([H])([O-])[C+]([H])[H]
frag2388,0,1,[H]/C(=[O+]/[O-])[C@]([H])([O-])[C+]([H])[H]
frag2389,0,2,[H][C+]1C([H])([H])[O+]([O-])C1([H])[H]
frag2390,0,2,[H]/[C-]=C(\[H])[O+](O[H])C([H])([H])[O-]
frag2391,0,2,[H]/[C-]=C(/[H])[O+](O[H])C([H])([H])[O-]
frag2392,0,2,[H]CC([H])([H])[O+]([O-])C([H])([H])[O-]
frag2393,0,2,[H]/[C-]=C([H])/[O+]=[O+]/[H]
frag2394,0,2,[H]C([H])([H])[O-]
frag2395,0,2,[H]/[C-]=C([H])\[O+]=[O+]\[H]
frag2396,0,2,[H]/[C-]=C([H])/[O+]=[O+]\[H]
frag2397,0,2,[H]/[C-]=C([H])\[O+]=[O+]/[H]
frag2398,0,1,[H][C+](C([H])([H])[H])C([H])([H])[O+]=O
