batch,fragname,confname,energy,enthalpy
batch1,frag1164,59,,
batch1,frag1051,2,,
batch1,frag1009,491,,
batch1,frag1163,52,,
batch1,frag1009,76,,
batch1,frag1005,11,,
batch1,frag1009,336,,
batch1,frag1032,58,,
batch1,frag1009,440,,
batch1,frag1151,33,,
batch1,frag1032,89,,
batch1,frag1127,68,,
batch1,frag1132,171,,
batch1,frag1093,175,,
batch1,frag1071,69,,
batch1,frag1089,71,,
batch1,frag1131,133,,
batch1,frag1138,29,,
batch1,frag1069,23,,
batch1,frag1024,56,,
batch1,frag1113,180,,
batch1,frag1028,31,0.0120030153612,0.111973
batch1,frag1142,15,,
batch1,frag1059,61,,
batch1,frag1014,14,,
batch1,frag1063,0,,
batch1,frag1141,7,,
batch1,frag1081,50,,
batch1,frag1003,74,,
batch1,frag1031,146,,
batch1,frag1128,42,,
batch1,frag1079,48,,
batch1,frag1124,25,0.0309934733047,0.130256
batch1,frag1009,518,,
batch1,frag109,43,,
batch1,frag1008,18,,
batch1,frag1072,24,,
batch1,frag1032,104,,
batch1,frag1035,6,,
batch1,frag1051,40,,
batch1,frag1117,1,,
batch1,frag1127,202,,
batch1,frag1009,179,,
batch1,frag1107,41,-0.0882130907447,0.009964
batch1,frag1020,10,,
batch1,frag1012,71,,
batch1,frag1025,38,,
batch1,frag1135,20,,
batch1,frag1032,213,,
batch1,frag1144,70,,
batch1,frag1022,33,,
batch1,frag1148,17,,
batch1,frag1125,3,,
batch1,frag1167,14,,
batch1,frag1007,4,,
batch1,frag1127,115,,
batch1,frag1157,56,,
batch1,frag1031,15,,
batch1,frag1031,197,,
batch1,frag1081,81,,
batch1,frag1050,29,,
batch1,frag1131,223,,
batch1,frag1067,60,,
batch1,frag1101,23,,
batch1,frag1026,72,,
batch1,frag1068,3,,
batch1,frag1126,179,,
batch1,frag110,60,,
batch1,frag1106,28,,
batch1,frag1131,61,,
batch1,frag1113,156,,
batch1,frag1024,80,,
batch1,frag1057,22,,
batch1,frag1021,79,,
batch1,frag1016,30,,
batch1,frag1018,8,,
batch1,frag1094,14,,
batch1,frag1153,17,,
batch1,frag1078,21,,
batch1,frag1080,39,,
batch1,frag1103,9,-0.0135447252171,0.085605
batch1,frag1009,71,,
batch1,frag1163,55,,
batch1,frag1005,16,,
batch1,frag1009,331,,
batch1,frag1009,496,,
batch1,frag1051,5,,
batch1,frag1132,176,,
batch1,frag1113,241,,
batch1,frag1009,447,,
batch1,frag1151,34,,
batch1,frag1131,134,,
batch1,frag1089,76,,
batch1,frag1093,172,,
batch1,frag116,1,0.117267634522,0.215536
batch1,frag1024,51,,
batch1,frag1013,18,,
batch1,frag1142,12,,
batch1,frag1113,187,,
batch1,frag1028,36,,
batch1,frag1069,24,,
batch1,frag1141,0,,
batch1,frag1014,13,,
batch1,frag1059,66,,
batch1,frag1062,48,,
batch1,frag1031,141,,
batch1,frag1128,45,,
batch1,frag1124,22,0.0309935292602,0.130255
batch1,frag1157,80,,
batch1,frag1003,73,,
batch1,frag1081,57,,
batch1,frag1032,103,,
batch1,frag1072,23,,
batch1,frag1004,78,,
batch1,frag109,44,,
batch1,frag1117,6,,
batch1,frag1035,1,,
batch1,frag1051,47,,
batch1,frag1020,17,,
batch1,frag1127,205,,
batch1,frag1107,46,-0.0904133411851,0.007901
batch1,frag1032,214,,
batch1,frag1009,608,,
batch1,frag1135,27,,
batch1,frag1012,76,,
batch1,frag1029,58,,
batch1,frag1144,77,,
batch1,frag1148,10,,
batch1,frag1022,34,,
batch1,frag1009,269,,
batch1,frag1127,112,,
batch1,frag1036,19,,
batch1,frag1007,3,,
batch1,frag1167,13,,
batch1,frag1125,4,0.0321477912428,0.130964
batch1,frag1077,8,,
batch1,frag1157,51,,
batch1,frag1031,190,,
batch1,frag1031,12,,
batch1,frag1106,54,,
batch1,frag1060,17,,
batch1,frag1094,68,,
batch1,frag1136,1,,
batch1,frag1014,6,,
batch1,frag1050,55,,
batch1,frag1136,16,,
batch1,frag1126,105,,
batch1,frag1093,63,,
batch1,frag1093,219,,
batch1,frag1119,15,,
batch1,frag1044,78,,
batch1,frag1163,29,,
batch1,frag1032,23,,
batch1,frag108,56,,
batch1,frag1043,73,,
batch1,frag1125,30,,
batch1,frag1112,79,,
batch1,frag1164,22,,
batch1,frag1131,199,,
batch1,frag1080,45,,
batch1,frag1131,148,,
batch1,frag1026,4,,
batch1,frag1104,3,,
batch1,frag1126,212,,
batch1,frag1071,12,,
batch1,frag1082,66,,
batch1,frag1151,48,,
batch1,frag1127,13,,
batch1,frag1062,34,,
batch1,frag1023,26,,
batch1,frag1052,76,,
batch1,frag1138,52,,
batch1,frag1013,64,,
batch1,frag1049,71,,
batch1,frag1009,563,,
batch1,frag109,38,,
batch1,frag1112,190,,
batch1,frag1070,2,,
batch1,frag1038,21,,
batch1,frag1128,39,,
batch1,frag1152,5,,
batch1,frag1113,17,,
batch1,frag1079,33,,
batch1,frag1009,102,,
batch1,frag1049,4,,
batch1,frag1061,79,,
batch1,frag1056,30,,
batch1,frag1094,227,,
batch1,frag1137,78,,
batch1,frag1027,60,,
batch1,frag1141,23,,
batch1,frag1132,81,,
batch1,frag1097,25,,
batch1,frag1019,66,,
batch1,frag1022,48,,
batch1,frag1058,74,,
batch1,frag1132,50,,
batch1,frag1054,13,-0.0175652923574,0.082776
batch1,frag1025,43,,
batch1,frag1160,7,,
batch1,frag1029,24,,
batch1,frag1053,18,-0.0139688795952,0.086264
batch1,frag1042,0,-0.0556673532774,0.026658
batch1,frag1068,36,,
batch1,frag1009,674,,
batch1,frag1102,12,,
batch1,frag1112,141,,
batch1,frag1159,1,,
batch1,frag1006,27,,
batch1,frag1086,6,,
batch1,frag1009,215,,
batch1,frag1094,130,,
batch1,frag1144,66,,
batch1,frag1022,25,,
batch1,frag1058,19,,
batch1,frag1032,205,,
batch1,frag1012,67,,
batch1,frag1029,49,,
batch1,frag1009,619,,
batch1,frag1135,36,,
batch1,frag1114,0,,
batch1,frag107,11,,
batch1,frag1036,7,,
batch1,frag1070,11,,
batch1,frag1157,40,,
batch1,frag1031,181,,
batch1,frag1127,103,,
batch1,frag1009,278,,
batch1,frag1126,10,,
batch1,frag1004,69,,
batch1,frag1033,20,,
batch1,frag1118,16,,
batch1,frag1032,112,,
batch1,frag109,55,,
batch1,frag1003,62,,
batch1,frag1128,54,,
batch1,frag1031,150,,
batch1,frag1124,33,,
batch1,frag1081,46,,
batch1,frag1107,57,-0.0904133467129,0.007901
batch1,frag1127,214,,
batch1,frag1061,14,,
batch1,frag1004,5,,
batch1,frag1126,2,,
batch1,frag1051,56,,
batch1,frag1137,15,,
batch1,frag1131,125,,
batch1,frag1089,67,,
batch1,frag1093,163,,
batch1,frag1007,24,,
batch1,frag1149,2,,
batch1,frag1132,167,,
batch1,frag1009,456,,
batch1,frag1151,25,,
batch1,frag1139,9,,
batch1,frag1059,77,,
batch1,frag1062,59,,
batch1,frag1055,10,,
batch1,frag1022,8,,
batch1,frag1052,3,,
batch1,frag1103,11,-0.0115502457439,0.087342
batch1,frag1024,40,,
batch1,frag1028,27,,
batch1,frag1113,196,,
batch1,frag1016,21,,
batch1,frag1021,68,,
batch1,frag1131,70,,
batch1,frag1106,39,,
batch1,frag1113,147,,
batch1,frag1057,33,,
batch1,frag1059,7,,
batch1,frag1026,63,,
batch1,frag1140,20,,
batch1,frag1067,71,,
batch1,frag1131,232,,
batch1,frag1050,38,,
batch1,frag1126,168,,
batch1,frag110,71,,
batch1,frag1009,487,,
batch1,frag1044,15,,
batch1,frag1009,60,,
batch1,frag1163,44,,
batch1,frag1009,320,,
batch1,frag1142,6,,
batch1,frag1112,14,,
batch1,frag1060,1,,
batch1,frag1080,28,,
batch1,frag1068,27,,
batch1,frag1009,665,,
batch1,frag1025,52,,
batch1,frag1143,11,,
batch1,frag1029,35,,
batch1,frag1073,4,,
batch1,frag1151,3,,
batch1,frag1058,65,,
batch1,frag1132,41,,
batch1,frag1019,77,,
batch1,frag1022,59,,
batch1,frag1015,10,,
batch1,frag1009,204,,
batch1,frag1083,19,,
batch1,frag1094,121,,
batch1,frag1084,12,,
batch1,frag1112,150,,
batch1,frag1128,28,,
batch1,frag1079,22,,
batch1,frag1112,181,,
batch1,frag1152,14,,
batch1,frag1049,60,,
batch1,frag1004,15,,
batch1,frag1163,1,,
batch1,frag1009,572,,
batch1,frag109,29,,
batch1,frag1027,71,0.0218563319619,0.121022
batch1,frag1132,90,,
batch1,frag1137,69,,
batch1,frag1078,0,,
batch1,frag1009,113,,
batch1,frag1085,0,,
batch1,frag1056,21,,
batch1,frag1061,68,,
batch1,frag1094,236,,
batch1,frag1082,77,,
batch1,frag1135,7,,
batch1,frag1017,0,,
batch1,frag1151,59,,
batch1,frag1131,159,,
batch1,frag1126,203,,
batch1,frag1030,11,,
batch1,frag1013,75,,
batch1,frag1052,67,,
batch1,frag1138,43,,
batch1,frag1134,24,,
batch1,frag1023,37,,
batch1,frag1062,25,,
batch1,frag1050,44,,
batch1,frag1025,2,,
batch1,frag1107,5,-0.0888254124953,0.009294
batch1,frag1093,208,,
batch1,frag1126,114,,
batch1,frag1093,72,,
batch1,frag1106,45,,
batch1,frag1055,9,,
batch1,frag1021,14,,
batch1,frag1094,79,,
batch1,frag1164,33,,
batch1,frag1043,62,,
batch1,frag1112,68,,
batch1,frag1125,21,0.0309420276049,0.130082
batch1,frag1080,54,,
batch1,frag1131,188,,
batch1,frag1163,38,,
batch1,frag1032,32,,
batch1,frag1158,16,,
batch1,frag1044,69,,
batch1,frag1073,20,,
batch1,frag108,47,,
batch1,frag1025,55,,
batch1,frag1029,32,,
batch1,frag1143,16,,
batch1,frag1068,20,,
batch1,frag1009,662,,
batch1,frag1003,8,,
batch1,frag1019,70,,
batch1,frag1015,17,,
batch1,frag1132,46,,
batch1,frag1058,62,,
batch1,frag1151,4,,
batch1,frag1073,3,,
batch1,frag1094,126,,
batch1,frag1167,79,,
batch1,frag1127,178,,
batch1,frag1009,203,,
batch1,frag1112,157,,
batch1,frag1031,78,,
batch1,frag1118,9,,
batch1,frag1084,15,,
batch1,frag1003,19,,
batch1,frag1152,13,,
batch1,frag1112,186,,
batch1,frag1079,25,,
batch1,frag1124,48,,
batch1,frag1009,575,,
batch1,frag1041,1,-0.0542443105687,0.028065
batch1,frag1163,6,,
batch1,frag1004,12,,
batch1,frag1049,67,,
batch1,frag1032,169,,
batch1,frag1078,7,,
batch1,frag1112,240,,
batch1,frag1027,76,0.0191630142102,0.118586
batch1,frag1132,97,,
batch1,frag1094,231,,
batch1,frag1085,7,,
batch1,frag1009,114,,
batch1,frag1056,26,,
batch1,frag1017,7,,
batch1,frag1135,0,,
batch1,frag1082,70,,
batch1,frag1093,118,,
batch1,frag1030,16,,
batch1,frag1126,204,,
batch1,frag1138,44,,
batch1,frag1052,60,,
batch1,frag1134,23,,
batch1,frag1013,72,,
batch1,frag1062,22,,
batch1,frag1014,79,,
batch1,frag1023,30,,
batch1,frag1126,113,,
batch1,frag1093,75,,
batch1,frag1026,18,,
batch1,frag1107,2,-0.0904133302018,0.007901
batch1,frag1050,43,,
batch1,frag1025,5,,
batch1,frag1098,19,,
batch1,frag1021,13,,
batch1,frag1106,42,,
batch1,frag1057,48,,
batch1,frag1080,53,,
batch1,frag1043,65,,
batch1,frag1125,26,0.0309420160202,0.130082
batch1,frag1164,34,,
batch1,frag1091,8,,
batch1,frag108,40,,
batch1,frag1073,27,,
batch1,frag1158,11,,
batch1,frag1032,35,,
batch1,frag1144,61,,
batch1,frag1022,22,,
batch1,frag1051,80,,
batch1,frag1031,240,,
batch1,frag1135,31,,
batch1,frag1025,29,,
batch1,frag1012,60,,
batch1,frag1107,81,-0.088825445277,0.009294
batch1,frag1032,202,,
batch1,frag1157,47,,
batch1,frag1031,186,,
batch1,frag1070,16,,
batch1,frag107,16,,
batch1,frag1036,0,,
batch1,frag1126,17,,
batch1,frag1127,104,,
batch1,frag1009,509,,
batch1,frag109,52,,
batch1,frag1118,11,,
batch1,frag1032,115,,
batch1,frag1033,27,,
batch1,frag1081,41,,
batch1,frag1128,53,,
batch1,frag1031,157,,
batch1,frag1079,59,,
batch1,frag1124,34,,
batch1,frag1003,65,,
batch1,frag1126,5,,
batch1,frag1004,2,,
batch1,frag1089,9,,
batch1,frag1107,50,-0.0882131072025,0.009965
batch1,frag1130,19,,
batch1,frag1009,168,,
batch1,frag1127,213,,
batch1,frag1061,13,,
batch1,frag1051,51,,
batch1,frag1137,12,,
batch1,frag1071,78,,
batch1,frag1149,5,,
batch1,frag1093,164,,
batch1,frag1007,23,,
batch1,frag1089,60,,
batch1,frag1131,122,,
batch1,frag1032,98,,
batch1,frag1127,79,,
batch1,frag1009,451,,
batch1,frag1151,22,,
batch1,frag1132,160,,
batch1,frag1096,2,,
batch1,frag1059,70,,
batch1,frag1055,17,,
batch1,frag1024,47,,
batch1,frag1028,20,,
batch1,frag1113,191,,
batch1,frag1052,4,,
batch1,frag1138,38,,
batch1,frag1103,16,-0.013544684935,0.085604
batch1,frag1113,140,,
batch1,frag1131,77,,
batch1,frag1057,34,,
batch1,frag1059,0,,
batch1,frag1016,26,,
batch1,frag110,76,,
batch1,frag1067,76,,
batch1,frag1131,235,,
batch1,frag1026,64,,
batch1,frag1140,27,,
batch1,frag1163,43,,
batch1,frag1009,67,,
batch1,frag1009,327,,
batch1,frag1032,49,,
batch1,frag115,0,,
batch1,frag1044,12,,
batch1,frag1009,480,,
batch1,frag1164,48,,
batch1,frag1060,6,,
batch1,frag1043,19,,
batch1,frag1142,1,,
batch1,frag1112,13,,
batch1,frag1031,232,,
batch1,frag1015,19,,
batch1,frag1022,50,,
batch1,frag1144,13,,
batch1,frag1132,48,,
batch1,frag1121,1,,
batch1,frag1003,6,,
batch1,frag1143,18,,
batch1,frag1012,12,,
batch1,frag1135,43,,
batch1,frag1139,24,,
batch1,frag1118,7,,
batch1,frag107,64,,
batch1,frag1070,64,,
batch1,frag1116,27,,
batch1,frag1112,159,,
batch1,frag1031,76,,
batch1,frag1157,35,,
batch1,frag1127,176,,
batch1,frag1083,10,,
batch1,frag1126,65,,
batch1,frag1094,128,,
batch1,frag1167,77,,
batch1,frag1032,167,,
batch1,frag1049,69,,
batch1,frag109,20,,
batch1,frag1163,8,,
batch1,frag1112,188,,
batch1,frag1003,17,,
batch1,frag1124,46,,
batch1,frag1128,21,,
batch1,frag1031,125,,
batch1,frag1081,33,,
batch1,frag1031,4,,
batch1,frag1113,3,,
batch1,frag1061,61,,
batch1,frag1056,28,,
batch1,frag1085,9,,
batch1,frag1107,22,-0.0882130583329,0.009964
batch1,frag1020,73,,
batch1,frag1008,2,,
batch1,frag1137,60,,
batch1,frag1051,23,,
batch1,frag1022,81,,
batch1,frag1132,99,,
batch1,frag1027,78,0.0224485895417,0.121592
batch1,frag1078,9,,
batch1,frag1089,12,,
batch1,frag1131,150,,
batch1,frag1030,18,,
batch1,frag1161,12,,
batch1,frag1093,116,,
batch1,frag1067,2,,
batch1,frag1113,225,,
batch1,frag1132,112,,
batch1,frag1151,50,,
batch1,frag1017,9,,
batch1,frag1037,13,,
batch1,frag1009,423,,
batch1,frag112,4,,
batch1,frag1009,384,,
batch1,frag1055,65,,
batch1,frag1133,26,,
batch1,frag1014,77,,
batch1,frag1028,52,,
batch1,frag1024,35,,
batch1,frag1016,54,,
batch1,frag1057,46,,
batch1,frag1132,205,,
batch1,frag1055,0,,
batch1,frag1113,132,,
batch1,frag1098,17,,
batch1,frag1094,70,,
batch1,frag1026,16,,
batch1,frag1093,201,,
batch1,frag1044,60,,
batch1,frag1151,81,,
batch1,frag1009,355,,
batch1,frag1163,31,,
batch1,frag1009,15,,
batch1,frag1091,6,,
batch1,frag1125,28,,
batch1,frag1112,61,,
batch1,frag1131,181,,
batch1,frag103,22,0.0628966130863,0.164833
batch1,frag1082,3,,
batch1,frag1068,52,,
batch1,frag1009,610,,
batch1,frag1029,40,,
batch1,frag1143,64,,
batch1,frag1025,27,,
batch1,frag1132,34,,
batch1,frag1058,10,,
batch1,frag1015,65,,
batch1,frag100,13,-0.078123874126,0.022848
batch1,frag1009,271,,
batch1,frag1046,5,,
batch1,frag1164,2,,
batch1,frag1094,154,,
batch1,frag1126,19,,
batch1,frag1077,13,,
batch1,frag107,18,,
batch1,frag1031,188,,
batch1,frag1157,49,,
batch1,frag1070,18,,
batch1,frag1112,125,,
batch1,frag1079,57,,
batch1,frag1113,73,,
batch1,frag1031,159,,
batch1,frag1034,22,,
batch1,frag1049,15,,
batch1,frag1004,60,,
batch1,frag1094,185,,
batch1,frag1009,507,,
batch1,frag1112,232,,
batch1,frag1156,0,,
batch1,frag1056,54,,
batch1,frag1089,7,,
batch1,frag1130,17,0.0667929098483,0.165315
batch1,frag1009,166,,
batch1,frag101,1,,
batch1,frag1094,243,,
batch1,frag1127,77,,
batch1,frag1032,96,,
batch1,frag1139,0,,
batch1,frag1071,76,,
batch1,frag1030,64,,
batch1,frag1091,24,,
batch1,frag1024,49,,
batch1,frag1103,18,-0.0135447332905,0.085603
batch1,frag1138,36,,
batch1,frag1052,12,,
batch1,frag1023,42,,
batch1,frag1022,1,,
batch1,frag1055,19,,
batch1,frag1062,50,,
batch1,frag1104,13,-0.00971655949994,0.089036
batch1,frag1136,72,,
batch1,frag1050,31,,
batch1,frag1067,78,,
batch1,frag1029,5,,
batch1,frag1062,81,,
batch1,frag1126,161,,
batch1,frag110,78,,
batch1,frag1060,73,,
batch1,frag1106,30,,
batch1,frag1131,79,,
batch1,frag1021,61,,
batch1,frag1016,28,,
batch1,frag1147,22,,
batch1,frag1164,46,,
batch1,frag1060,8,,
batch1,frag1168,21,,
batch1,frag1125,54,0.0309420085702,0.130081
batch1,frag1043,17,,
batch1,frag1080,21,,
batch1,frag1158,63,,
batch1,frag1032,47,,
batch1,frag1009,329,,
batch1,frag1009,69,,
batch1,frag1132,4,,
batch1,frag108,32,,
batch1,frag1143,63,,
batch1,frag1029,47,,
batch1,frag1012,69,,
batch1,frag1025,20,,
batch1,frag1068,55,,
batch1,frag1009,617,,
batch1,frag1135,38,,
batch1,frag1082,4,,
batch1,frag1015,62,,
batch1,frag1144,68,,
batch1,frag1058,17,,
batch1,frag1132,33,,
batch1,frag1094,153,,
batch1,frag1077,14,,
batch1,frag1164,5,,
batch1,frag1009,276,,
batch1,frag100,14,-0.080719057514,0.020637
batch1,frag1046,2,,
batch1,frag1112,122,,
batch1,frag1079,81,,
batch1,frag1036,9,,
batch1,frag1081,48,,
batch1,frag1034,25,,
batch1,frag1113,74,,
batch1,frag1079,50,,
batch1,frag1009,500,,
batch1,frag1004,67,,
batch1,frag1094,182,,
batch1,frag1118,18,,
batch1,frag1049,12,,
batch1,frag1074,0,,
batch1,frag1112,235,,
batch1,frag1051,58,,
batch1,frag1056,53,,
batch1,frag1009,161,,
batch1,frag1130,10,,
batch1,frag1107,59,-0.0888254239068,0.009294
batch1,frag1089,0,,
batch1,frag1009,458,,
batch1,frag1127,70,,
batch1,frag1032,91,,
batch1,frag1139,7,,
batch1,frag1132,169,,
batch1,frag1030,63,,
batch1,frag1071,71,,
batch1,frag1089,69,,
batch1,frag1052,15,,
batch1,frag1138,31,,
batch1,frag1113,198,,
batch1,frag1028,29,0.0121999348306,0.111837
batch1,frag1091,23,,
batch1,frag1062,57,,
batch1,frag1022,6,,
batch1,frag1059,79,,
batch1,frag1104,14,-0.00966628101372,0.089051
batch1,frag1023,45,,
batch1,frag1100,1,,
batch1,frag1126,166,,
batch1,frag1136,75,,
batch1,frag1050,36,,
batch1,frag1029,2,,
batch1,frag1021,66,,
batch1,frag1147,25,,
batch1,frag1059,9,,
batch1,frag1060,74,,
batch1,frag1106,37,,
batch1,frag1113,149,,
batch1,frag1080,26,,
batch1,frag1125,53,0.0309420112787,0.130082
batch1,frag1142,8,,
batch1,frag1043,10,,
batch1,frag1164,41,,
batch1,frag108,35,,
batch1,frag1009,489,,
batch1,frag1132,3,,
batch1,frag1032,40,,
batch1,frag1158,64,,
batch1,frag1022,57,,
batch1,frag1144,14,,
batch1,frag1019,79,,
batch1,frag1031,235,,
batch1,frag1068,29,,
batch1,frag1135,44,,
batch1,frag1139,23,,
batch1,frag1012,15,,
batch1,frag1003,1,,
batch1,frag1031,71,,
batch1,frag1157,32,,
batch1,frag1070,63,,
batch1,frag1116,20,,
batch1,frag107,63,,
batch1,frag1118,0,,
batch1,frag1167,70,,
batch1,frag1126,62,,
batch1,frag1127,171,,
batch1,frag1083,17,,
batch1,frag109,27,,
batch1,frag1032,160,,
batch1,frag1113,4,,
batch1,frag1081,34,,
batch1,frag1031,3,,
batch1,frag1124,41,,
batch1,frag1128,26,,
batch1,frag1031,122,,
batch1,frag1003,10,,
batch1,frag1094,238,,
batch1,frag1008,5,,
batch1,frag1020,74,,
batch1,frag1061,66,,
batch1,frag1107,25,-0.0882131082085,0.009965
batch1,frag1137,67,,
batch1,frag1051,24,,
batch1,frag1067,5,,
batch1,frag1093,111,,
batch1,frag1161,15,0.0110474729795,0.106936
batch1,frag1131,157,,
batch1,frag1089,15,,
batch1,frag1135,9,,
batch1,frag1009,383,,
batch1,frag112,3,,
batch1,frag1151,57,,
batch1,frag1009,424,,
batch1,frag1037,14,,
batch1,frag1113,222,,
batch1,frag1082,79,,
batch1,frag1132,115,,
batch1,frag1023,39,,
batch1,frag1014,70,,
batch1,frag1055,62,,
batch1,frag1133,21,,
batch1,frag1028,55,0.0120031628264,0.111976
batch1,frag1024,32,,
batch1,frag1052,69,,
batch1,frag1098,10,,
batch1,frag1094,77,,
batch1,frag1057,41,,
batch1,frag1132,202,,
batch1,frag1055,7,,
batch1,frag1113,135,,
batch1,frag1016,53,,
batch1,frag1093,206,,
batch1,frag1131,240,,
batch1,frag1026,11,,
batch1,frag108,49,,
batch1,frag1091,1,,
batch1,frag1009,352,,
batch1,frag1158,18,,
batch1,frag1009,12,,
batch1,frag1163,36,,
batch1,frag1044,67,,
batch1,frag103,25,0.0628966130864,0.164833
batch1,frag1131,186,,
batch1,frag1112,66,,
batch1,frag1112,200,,
batch1,frag1027,36,,
batch1,frag1093,7,,
batch1,frag1130,25,,
batch1,frag1009,154,,
batch1,frag1056,66,,
batch1,frag1113,41,,
batch1,frag1079,65,,
batch1,frag1034,10,,
batch1,frag1003,59,,
batch1,frag1009,292,,
batch1,frag1009,535,,
batch1,frag1049,27,,
batch1,frag1032,129,,
batch1,frag1057,1,,
batch1,frag1004,52,,
batch1,frag1167,39,,
batch1,frag1077,21,,
batch1,frag1094,166,,
batch1,frag1009,243,,
batch1,frag1127,138,,
batch1,frag100,21,-0.0818964954134,0.019793
batch1,frag1113,90,,
batch1,frag1031,38,,
batch1,frag1112,117,,
batch1,frag1015,8,,
batch1,frag1009,622,,
batch1,frag1068,60,,
batch1,frag1025,15,,
batch1,frag1143,56,,
batch1,frag1009,185,,
batch1,frag1029,72,,
batch1,frag110,5,,
batch1,frag1098,3,,
batch1,frag1058,22,,
batch1,frag1147,4,,
batch1,frag1019,30,,
batch1,frag1015,57,,
batch1,frag1080,13,,
batch1,frag1168,13,,
batch1,frag1164,74,,
batch1,frag1043,25,,
batch1,frag1125,66,,
batch1,frag1093,189,,
batch1,frag1128,4,,
batch1,frag1127,94,,
batch1,frag1032,75,,
batch1,frag1158,51,,
batch1,frag1033,5,,
batch1,frag1111,2,,
batch1,frag1093,35,,
batch1,frag1126,153,,
batch1,frag1131,209,,
batch1,frag1136,40,,
batch1,frag1026,58,,
batch1,frag1161,9,,
batch1,frag1060,41,,
batch1,frag1147,10,,
batch1,frag1021,53,,
batch1,frag1013,32,,
batch1,frag1052,20,,
batch1,frag1091,16,,
batch1,frag1023,70,,
batch1,frag1014,39,,
batch1,frag1104,21,-0.00979065837157,0.089089
batch1,frag1062,62,,
batch1,frag1126,182,,
batch1,frag1038,1,,
batch1,frag1158,80,,
batch1,frag1127,45,,
batch1,frag1123,0,,
batch1,frag1001,7,-0.0219074116164,0.054715
batch1,frag1082,30,,
batch1,frag1071,44,,
batch1,frag1093,158,,
batch1,frag1030,56,,
batch1,frag1009,128,,
batch1,frag1107,10,-0.0902097599759,0.008187
batch1,frag1012,2,,
batch1,frag1061,53,,
batch1,frag1130,5,0.0809542763947,0.179414
batch1,frag1020,41,,
batch1,frag1062,9,,
batch1,frag1051,11,,
batch1,frag1137,52,,
batch1,frag1009,549,,
batch1,frag109,12,,
batch1,frag1127,195,,
batch1,frag1126,86,,
batch1,frag1032,155,,
batch1,frag1003,25,,
batch1,frag1031,117,,
batch1,frag1128,13,,
batch1,frag1031,95,,
batch1,frag1109,3,,
batch1,frag1124,74,,
batch1,frag1079,19,,
batch1,frag1116,15,,
batch1,frag1070,56,,
batch1,frag1102,7,,
batch1,frag1020,0,,
batch1,frag1031,44,,
batch1,frag107,56,,
batch1,frag1126,57,,
batch1,frag1032,184,,
batch1,frag1167,45,,
batch1,frag1009,598,,
batch1,frag1083,22,,
batch1,frag1127,144,,
batch1,frag1144,21,,
batch1,frag1022,62,,
batch1,frag1031,200,,
batch1,frag1012,20,,
batch1,frag1025,69,,
batch1,frag1019,6,,
batch1,frag1139,16,,
batch1,frag1135,71,,
batch1,frag1032,242,,
batch1,frag103,0,,
batch1,frag1044,52,,
batch1,frag1009,27,,
batch1,frag1009,367,,
batch1,frag1154,1,,
batch1,frag103,10,0.0634467180957,0.165898
batch1,frag1043,59,,
batch1,frag1112,53,,
batch1,frag1094,42,,
batch1,frag1098,25,,
batch1,frag1009,706,,
batch1,frag1016,66,,
batch1,frag1131,37,,
batch1,frag1113,100,,
batch1,frag1132,237,,
batch1,frag1057,74,,
batch1,frag1093,49,,
batch1,frag110,36,,
batch1,frag1093,233,,
batch1,frag1026,24,,
batch1,frag1067,36,,
batch1,frag1059,30,,
batch1,frag1133,14,,
batch1,frag1055,57,,
batch1,frag1014,45,,
batch1,frag1093,98,,
batch1,frag1116,8,,
batch1,frag1138,78,,
batch1,frag1028,60,0.0121999462152,0.111837
batch1,frag1094,93,,
batch1,frag1044,4,,
batch1,frag1112,82,,
batch1,frag1093,124,,
batch1,frag1161,20,,
batch1,frag1126,238,,
batch1,frag1071,38,,
batch1,frag1131,162,,
batch1,frag1089,20,,
batch1,frag1009,411,,
batch1,frag1080,2,,
batch1,frag1037,21,,
batch1,frag1151,62,,
batch1,frag1127,39,,
batch1,frag1132,120,,
batch1,frag1113,217,,
batch1,frag108,4,,
batch1,frag1130,2,0.0667931581188,0.165308
batch1,frag1009,688,,
batch1,frag1020,46,,
batch1,frag1107,17,-0.0888253596653,0.009294
batch1,frag1061,54,,
batch1,frag1012,5,,
batch1,frag1140,9,,
batch1,frag1051,16,,
batch1,frag1137,55,,
batch1,frag1032,152,,
batch1,frag1126,81,,
batch1,frag1004,29,,
batch1,frag1127,192,,
batch1,frag109,15,,
batch1,frag1031,92,,
batch1,frag1109,4,,
