batch,fragname,confname,energy,enthalpy
batch5,frag3321,6,0.00305380430208,0.079751
batch5,frag3080,29,,
batch5,frag3203,1,0.0883679205214,0.139254
batch5,frag3112,15,-0.0723107377071,0.002754
batch5,frag33,1,,
batch5,frag3093,100,,
batch5,frag3265,112,,
batch5,frag3039,23,,
batch5,frag3216,560,,
batch5,frag3266,55,,
batch5,frag3318,0,-0.0442674366408,0.038564
batch5,frag3070,226,,
batch5,frag3083,9,,
batch5,frag3062,89,,
batch5,frag3385,39,,
batch5,frag3295,21,,
batch5,frag305,1,,
batch5,frag3377,0,,
batch5,frag3070,10,,
batch5,frag3198,10,,
batch5,frag3061,2,-0.0157036486094,0.077082
batch5,frag3264,518,,
batch5,frag3058,18,,
batch5,frag3063,36,,
batch5,frag3265,18,,
batch5,frag3058,4,,
batch5,frag3252,51,,
batch5,frag3385,203,,
batch5,frag3334,12,,
batch5,frag3291,1,0.0956847612593,0.181364
batch5,frag3187,51,,
batch5,frag3264,179,,
batch5,frag3216,438,,
batch5,frag3187,3,,
batch5,frag3333,19,,
batch5,frag3262,13,,
batch5,frag3349,25,-0.0845958997274,-0.004619
batch5,frag3072,118,,
batch5,frag3267,5,0.162574862314,0.247449
batch5,frag3345,2,,
batch5,frag3171,7,0.145685900391,0.226343
batch5,frag3252,80,,
batch5,frag3187,80,,
batch5,frag3053,0,-0.00010833511169,0.110268
batch5,frag3257,79,,
batch5,frag3298,28,-0.0649054203471,0.02358
batch5,frag3335,9,,
batch5,frag3148,1,0.00716386153343,0.085272
batch5,frag3033,21,,
batch5,frag3072,33,,
batch5,frag3248,38,,
batch5,frag3273,16,,
batch5,frag3097,6,,
batch5,frag3385,114,,
batch5,frag3079,3,,
batch5,frag3013,74,,
batch5,frag3069,48,,
batch5,frag3134,25,,
batch5,frag3222,13,0.0432401492195,0.117339
batch5,frag3009,8,,
batch5,frag3385,94,,
batch5,frag3104,67,,
batch5,frag3062,24,,
batch5,frag3084,3,,
batch5,frag3225,18,,
batch5,frag3112,9,-0.0723107192115,0.002754
batch5,frag324,6,,
batch5,frag3356,7,,
batch5,frag3270,27,,
batch5,frag3274,0,,
batch5,frag3040,5,,
batch5,frag3289,0,-0.0634212448586,0.00296
batch5,frag3030,10,,
batch5,frag3162,2,,
batch5,frag3062,117,,
batch5,frag3314,47,,
batch5,frag3080,55,,
batch5,frag3169,6,0.0107387672663,0.088394
batch5,frag3073,21,,
batch5,frag3246,2,0.0947294803017,0.170643
batch5,frag3093,73,,
batch5,frag316,4,,
batch5,frag3073,218,,
batch5,frag3062,200,,
batch5,frag3385,45,,
batch5,frag3236,9,-0.134507143496,-0.069664
batch5,frag2999,26,,
batch5,frag3266,29,,
batch5,frag3150,0,,
batch5,frag3072,7,,
batch5,frag3229,2,-0.0172626561662,0.051724
batch5,frag3077,67,-0.167349092013,-0.056187
batch5,frag3083,18,,
batch5,frag3264,564,,
batch5,frag3207,12,0.0344415924117,0.109799
batch5,frag3084,13,,
batch5,frag3064,41,,
batch5,frag3296,10,-0.0692356658375,0.018549
batch5,frag3068,26,-0.128857401953,-0.032595
batch5,frag3264,105,,
batch5,frag330,9,0.0477004201005,0.130926
batch5,frag3216,444,,
batch5,frag3106,6,,
batch5,frag3180,26,-0.0506119859068,0.034639
batch5,frag3333,65,0.0111568960717,0.115378
batch5,frag3024,1,,
batch5,frag3210,4,0.0274361912514,0.10231
batch5,frag3332,3,-0.133360715969,-0.068498
batch5,frag3265,64,,
batch5,frag3303,27,,
batch5,frag3216,17,,
batch5,frag3339,7,,
batch5,frag3100,21,,
batch5,frag3298,54,-0.0703238627257,0.017336
batch5,frag3072,164,,
batch5,frag3383,20,-0.0163165122611,0.059609
batch5,frag3264,673,,
batch5,frag3216,332,,
batch5,frag3180,9,-0.039334464855,0.045663
batch5,frag3056,20,,
batch5,frag3216,495,,
batch5,frag2998,0,,
batch5,frag3248,44,,
batch5,frag3134,4,,
batch5,frag3385,168,,
batch5,frag3079,23,,
batch5,frag3034,56,,
batch5,frag3264,212,,
batch5,frag3300,1,0.0223089027417,0.060147
batch5,frag3162,57,,
batch5,frag3222,6,,
batch5,frag3004,14,,
batch5,frag3222,14,,
batch5,frag3297,79,-0.0586655876817,0.029343
batch5,frag3134,22,,
batch5,frag3013,73,,
batch5,frag3079,4,,
batch5,frag3084,4,,
batch5,frag3104,60,,
batch5,frag3385,93,,
batch5,frag3062,23,,
batch5,frag3270,20,,
batch5,frag3356,0,,
batch5,frag324,1,,
batch5,frag3030,9,,
batch5,frag3073,108,,
batch5,frag3062,110,,
batch5,frag3289,7,-0.0634213334933,0.002959
batch5,frag3030,17,,
batch5,frag3162,5,,
batch5,frag3040,2,,
batch5,frag3265,169,,
batch5,frag3169,1,,
batch5,frag3282,3,3.1545365573e-06,0.071782
batch5,frag3314,40,,
batch5,frag3080,52,,
batch5,frag3073,26,,
batch5,frag3194,1,0.0685800461775,0.142246
batch5,frag3385,42,,
batch5,frag3062,207,,
batch5,frag316,3,,
batch5,frag3093,74,,
batch5,frag3072,0,,
batch5,frag3314,9,,
batch5,frag2999,21,-0.046638769504,0.039119
batch5,frag3098,18,,
batch5,frag3264,563,,
batch5,frag3207,15,0.0325736704208,0.108058
batch5,frag3077,60,-0.165963597924,-0.05446
batch5,frag3162,81,,
batch5,frag3072,99,,
batch5,frag3229,5,-0.0184019197407,0.050689
batch5,frag3084,14,,
batch5,frag3034,80,,
batch5,frag3333,62,0.0111569808982,0.115375
batch5,frag3024,6,,
batch5,frag3180,21,-0.0520395512296,0.033225
batch5,frag3106,1,,
batch5,frag3216,443,,
batch5,frag3264,102,,
batch5,frag3296,17,-0.0712066572544,0.016683
batch5,frag3064,46,,
batch5,frag3068,21,-0.129687167452,-0.033469
batch5,frag3265,63,,
batch5,frag3334,69,0.0111568603647,0.115377
batch5,frag3303,20,0.0729932188596,0.15956
batch5,frag3332,4,-0.134507132934,-0.069663
batch5,frag3210,3,0.0288295410192,0.103861
batch5,frag3100,26,-0.0787105526555,0.009065
batch5,frag3298,53,-0.0631731025479,0.025146
batch5,frag3339,0,,
batch5,frag3216,10,,
batch5,frag3056,27,,
batch5,frag3216,492,,
batch5,frag2998,7,-0.0465850341157,0.038787
batch5,frag3383,27,-0.0161134430394,0.059806
batch5,frag3216,335,,
batch5,frag3264,674,,
batch5,frag3072,163,,
batch5,frag3003,18,,
batch5,frag3034,51,,
batch5,frag3079,24,,
batch5,frag3248,43,,
batch5,frag3134,3,,
batch5,frag3162,50,,
batch5,frag3222,1,0.0433885180615,0.117504
batch5,frag3004,13,,
batch5,frag3072,48,,
batch5,frag3264,215,,
batch5,frag3264,71,,
batch5,frag2997,19,,
batch5,frag3268,16,0.163215989611,0.248093
batch5,frag3265,202,,
batch5,frag3093,210,,
batch5,frag3005,1,,
batch5,frag3055,16,,
batch5,frag3313,3,,
batch5,frag3216,211,,
batch5,frag3231,4,0.088207937452,0.161597
batch5,frag3266,240,,
batch5,frag3266,83,,
batch5,frag3215,21,,
batch5,frag3103,17,-0.0828157112729,0.00549
batch5,frag3069,33,,
batch5,frag3208,2,0.0260289322438,0.100987
batch5,frag3073,174,,
batch5,frag306,23,,
batch5,frag3070,136,,
batch5,frag3278,9,0.114205119482,0.198068
batch5,frag3266,186,,
batch5,frag3076,72,-0.169557755239,-0.057962
batch5,frag3216,670,,
batch5,frag3264,331,,
batch5,frag3264,496,,
batch5,frag3115,4,,
batch5,frag3266,157,,
batch5,frag3216,106,,
batch5,frag3264,447,,
batch5,frag3093,107,,
batch5,frag33,6,,
batch5,frag3265,115,,
batch5,frag3039,24,,
batch5,frag3112,12,-0.0717929535785,0.003001
batch5,frag3321,1,0.00232028928698,0.078583
batch5,frag3070,221,,
batch5,frag3318,7,-0.0442674835039,0.038561
batch5,frag3266,52,,
batch5,frag3216,567,,
batch5,frag3295,26,,
batch5,frag3198,17,,
batch5,frag3255,0,,
batch5,frag3377,7,,
batch5,frag3070,17,,
batch5,frag3072,208,,
batch5,frag3291,6,,
batch5,frag3187,56,,
batch5,frag3252,56,,
batch5,frag3058,3,,
batch5,frag3334,15,0.0111568603644,0.115377
batch5,frag3385,204,,
batch5,frag3063,31,,
batch5,frag3349,22,-0.0851204498099,-0.004978
batch5,frag3262,14,,
batch5,frag3216,398,,
batch5,frag3187,4,,
batch5,frag3216,349,,
batch5,frag3264,608,,
batch5,frag3267,2,,
batch5,frag3217,9,-0.00100272364446,0.07929
batch5,frag3053,7,,
batch5,frag3171,0,0.139302393516,0.220628
batch5,frag3072,34,,
batch5,frag3033,26,,
batch5,frag3381,3,0.0180245156029,0.106002
batch5,frag3264,269,,
batch5,frag3216,728,,
batch5,frag3148,6,0.0110140943606,0.088718
batch5,frag3385,113,,
batch5,frag3097,1,,
batch5,frag3079,58,,
batch5,frag3273,11,,
batch5,frag3009,1,,
batch5,frag3225,11,,
batch5,frag3069,41,,
batch5,frag3297,77,-0.0563842413957,0.031331
batch5,frag3266,232,,
batch5,frag3264,722,,
batch5,frag3216,263,,
batch5,frag3258,26,,
batch5,frag3030,19,,
batch5,frag3289,9,-0.0634212448586,0.00296
batch5,frag3161,13,,
batch5,frag3073,106,,
batch5,frag3204,2,0.0766381360401,0.140831
batch5,frag3326,5,-0.0545018221856,0.017166
batch5,frag3112,0,-0.0723107362847,0.002754
batch5,frag3030,7,,
batch5,frag3216,602,,
batch5,frag3264,343,,
batch5,frag3321,24,0.0030538041085,0.079752
batch5,frag3070,144,,
batch5,frag3070,195,,
batch5,frag3073,28,,
batch5,frag3216,174,,
batch5,frag3264,435,,
batch5,frag3266,125,,
batch5,frag3009,14,,
batch5,frag3264,392,,
batch5,frag3093,175,,
batch5,frag3265,167,,
batch5,frag3098,16,,
batch5,frag3314,7,,
batch5,frag3266,20,,
batch5,frag3216,515,,
batch5,frag3236,0,-0.134507143496,-0.069664
batch5,frag3062,209,,
batch5,frag3120,2,,
batch5,frag3073,211,,
batch5,frag3295,54,,
batch5,frag3090,5,,
batch5,frag3070,65,,
batch5,frag3259,0,-0.0184451449595,0.046341
batch5,frag3040,27,,
batch5,frag3072,97,,
batch5,frag3083,11,,
batch5,frag3063,43,,
batch5,frag3334,67,0.0111568813139,0.115377
batch5,frag3054,3,,
batch5,frag3252,24,,
batch5,frag3187,24,,
batch5,frag3176,4,-0.0399640158016,0.024327
batch5,frag330,0,0.0477004201005,0.130926
batch5,frag3342,1,,
batch5,frag3296,19,-0.0705797663064,0.017338
batch5,frag3064,48,,
batch5,frag3024,8,,
batch5,frag2998,9,-0.0460721434766,0.039459
batch5,frag3180,0,-0.0506109043291,0.034633
batch5,frag3349,5,-0.0889416250699,-0.008601
batch5,frag3296,2,-0.0574959319935,0.030612
batch5,frag3347,14,-0.0889416140792,-0.008601
batch5,frag3066,1,,
batch5,frag3196,21,0.116638272812,0.200323
batch5,frag3072,46,,
batch5,frag3252,4,,
batch5,frag3003,16,,
batch5,frag302,2,-0.0503034392665,0.010369
batch5,frag3385,161,,
batch5,frag3179,25,,
batch5,frag3103,19,,
batch5,frag3134,50,,
batch5,frag3157,3,,
batch5,frag3052,13,-0.000108346753137,0.110276
batch5,frag3091,25,,
batch5,frag3263,74,,
batch5,frag3055,18,,
batch5,frag3062,51,,
batch5,frag3104,12,,
batch5,frag2997,17,,
batch5,frag3268,18,0.162574640375,0.247455
batch5,frag3241,1,-0.0681706330786,0.020553
batch5,frag3266,188,,
batch5,frag3264,498,,
batch5,frag3073,85,,
batch5,frag328,1,-0.0130306067635,0.046625
batch5,frag3278,7,0.114585600411,0.198491
batch5,frag3270,52,,
batch5,frag3193,5,,
batch5,frag3070,138,,
batch5,frag3062,162,,
batch5,frag3080,20,,
batch5,frag3314,32,,
batch5,frag3165,1,,
batch5,frag33,8,,
batch5,frag3093,109,,
batch5,frag3198,1,,
batch5,frag3273,3,,
batch5,frag3266,159,,
batch5,frag3073,54,,
batch5,frag3216,108,,
batch5,frag3264,449,,
batch5,frag3368,2,,
batch5,frag3083,0,,
batch5,frag3295,28,-0.0605120288838,0.028242
batch5,frag3385,30,,
batch5,frag3062,80,,
batch5,frag3318,9,-0.0442674366408,0.038564
batch5,frag3216,569,,
batch5,frag3134,81,,
batch5,frag3225,5,0.0355442336741,0.108868
batch5,frag3307,2,,
batch5,frag3072,206,,
batch5,frag3077,12,-0.170117371733,-0.058678
batch5,frag3264,511,,
batch5,frag3070,19,,
batch5,frag3377,9,,
batch5,frag3011,0,-0.0989257457468,-0.022285
batch5,frag3198,19,,
batch5,frag3216,396,,
batch5,frag3296,65,-0.0692356001203,0.018546
batch5,frag3064,34,,
batch5,frag3216,431,,
batch5,frag3264,170,,
batch5,frag3333,10,0.011156871175,0.115378
batch5,frag3058,11,,
batch5,frag3187,58,,
batch5,frag3291,8,0.0961053710302,0.182645
batch5,frag31,21,,
batch5,frag3252,58,,
batch5,frag3265,11,,
batch5,frag3257,70,,
batch5,frag3053,9,0.000375027871598,0.110536
batch5,frag3216,62,,
batch5,frag3335,0,,
batch5,frag3217,7,-0.000435322047821,0.080355
batch5,frag3298,21,-0.0631730163196,0.025144
batch5,frag3072,111,,
batch5,frag3023,2,,
batch5,frag3101,5,-0.0781511555734,0.009561
batch5,frag3216,347,,
batch5,frag3264,606,,
batch5,frag3209,23,0.0371448505041,0.112304
batch5,frag3248,31,,
batch5,frag3322,15,,
batch5,frag3079,56,,
batch5,frag3034,23,,
batch5,frag3264,267,,
batch5,frag3216,726,,
batch5,frag335,22,,
batch5,frag3148,8,0.00716386051266,0.085273
batch5,frag3162,22,,
batch5,frag3216,218,,
batch5,frag3263,73,,
batch5,frag3091,22,,
batch5,frag3157,4,,
batch5,frag3134,57,,
batch5,frag3052,14,,
batch5,frag3179,22,,
batch5,frag3075,3,-0.0980731587744,-0.022178
batch5,frag3093,219,,
batch5,frag3088,3,,
batch5,frag3264,78,,
batch5,frag3363,1,0.0989913132692,0.175767
batch5,frag311,0,-0.0591707591533,6.6e-05
batch5,frag3062,56,,
batch5,frag3104,15,,
batch5,frag3005,8,,
batch5,frag3270,55,,
batch5,frag3278,0,0.114205119482,0.198068
batch5,frag3193,2,,
batch5,frag3073,82,,
batch5,frag3264,338,,
batch5,frag3216,679,,
batch5,frag3062,165,,
batch5,frag3285,0,-0.00312527304169,0.056392
batch5,frag3047,1,-0.0460354626838,0.046247
batch5,frag3321,8,0.00216183449572,0.078395
batch5,frag3080,27,,
batch5,frag3314,35,,
batch5,frag3073,53,,
batch5,frag3198,6,,
batch5,frag3273,4,,
batch5,frag3385,37,,
batch5,frag3062,87,,
batch5,frag3368,5,,
batch5,frag3083,7,,
batch5,frag3070,228,,
batch5,frag3264,516,,
batch5,frag3307,5,,
batch5,frag3077,15,-0.167624816023,-0.056507
batch5,frag3072,201,,
batch5,frag3225,2,,
batch5,frag3133,0,,
batch5,frag3079,80,,
batch5,frag3028,1,-0.0054109951484,0.081336
batch5,frag3333,17,0.0111570239162,0.11538
batch5,frag3264,177,,
batch5,frag3216,436,,
batch5,frag3064,33,,
batch5,frag3216,391,,
batch5,frag3296,62,,
batch5,frag31,26,,
batch5,frag3265,16,,
batch5,frag3063,38,,
batch5,frag3058,16,,
batch5,frag3298,26,-0.063173102548,0.025146
batch5,frag3217,0,-0.00100272364446,0.07929
batch5,frag3335,7,,
batch5,frag3216,65,,
batch5,frag3171,9,0.139302393516,0.220628
batch5,frag3257,77,,
batch5,frag3264,601,,
batch5,frag3216,340,,
batch5,frag3101,2,-0.0806188491905,0.008036
batch5,frag3072,116,,
batch5,frag3023,5,,
batch5,frag3034,24,,
batch5,frag3079,51,,
batch5,frag3097,8,,
batch5,frag3273,18,,
batch5,frag3322,12,,
batch5,frag3248,36,,
batch5,frag3209,24,0.0371447060419,0.112304
batch5,frag3162,25,,
batch5,frag3216,721,,
batch5,frag3264,260,,
batch5,frag335,25,,
batch5,frag3225,16,,
batch5,frag3009,6,,
batch5,frag3104,69,,
batch5,frag3216,264,,
batch5,frag3264,725,,
batch5,frag3258,21,,
batch5,frag3266,235,,
batch5,frag3069,46,,
batch5,frag3297,70,-0.0695117659918,0.018283
batch5,frag3326,2,-0.0545018166862,0.017166
batch5,frag3062,119,,
batch5,frag3073,101,,
batch5,frag3161,14,,
batch5,frag3356,9,,
batch5,frag324,8,,
batch5,frag3270,29,,
batch5,frag3321,23,0.00305380110277,0.079752
batch5,frag3070,143,,
batch5,frag3264,344,,
batch5,frag3030,0,,
batch5,frag3216,605,,
batch5,frag3112,7,-0.0702868146614,0.004557
batch5,frag3119,3,,
batch5,frag3266,122,,
batch5,frag3264,395,,
batch5,frag3009,13,,
batch5,frag3264,432,,
batch5,frag3216,173,,
batch5,frag3070,192,,
batch5,frag3093,172,,
batch5,frag3169,8,0.0107387655591,0.088394
batch5,frag3265,160,,
batch5,frag3314,49,,
batch5,frag3072,9,,
batch5,frag3236,7,-0.133360807761,-0.068502
batch5,frag3098,11,,
batch5,frag3216,512,,
batch5,frag3314,0,,
batch5,frag3266,27,,
batch5,frag3295,53,,
batch5,frag3073,216,,
batch5,frag3002,2,,
batch5,frag3070,62,,
batch5,frag3090,2,,
batch5,frag309,1,,
batch5,frag3083,16,,
batch5,frag3386,0,0.0977406073853,0.161818
batch5,frag3072,90,,
batch5,frag3040,20,,
batch5,frag3077,69,-0.167694678793,-0.056688
batch5,frag3176,3,-0.0399640137586,0.024326
batch5,frag3187,23,,
batch5,frag3334,60,0.01289645666,0.116995
batch5,frag3054,4,,
batch5,frag3252,23,,
batch5,frag3063,44,,
batch5,frag3106,8,,
batch5,frag3260,1,-0.00844615076456,0.054759
batch5,frag330,7,,
batch5,frag3349,2,-0.0841436328041,-0.004122
batch5,frag3180,7,-0.0521994493641,0.032932
batch5,frag3339,9,,
batch5,frag3216,19,,
batch5,frag3296,5,-0.059364700491,0.028623
batch5,frag3347,13,-0.0889415989903,-0.008601
batch5,frag3072,41,,
batch5,frag3222,8,,
batch5,frag3162,59,,
batch5,frag3196,26,,
batch5,frag3385,166,,
batch5,frag3252,3,,
batch5,frag3034,58,,
batch5,frag3003,11,,
batch5,frag3372,2,,
batch5,frag3099,0,,
batch5,frag3093,34,,
batch5,frag3302,9,0.0742324544621,0.161977
batch5,frag3064,0,,
batch5,frag3265,129,,
batch5,frag3219,8,-0.0029389575552,0.077696
batch5,frag3039,18,,
batch5,frag3294,3,0.0768382712218,0.163315
batch5,frag3080,12,,
batch5,frag3062,181,,
batch5,frag3073,199,,
batch5,frag3182,1,,
batch5,frag3269,3,,
batch5,frag3073,66,,
batch5,frag3270,60,,
batch5,frag332,1,-0.0643335489381,0.006715
batch5,frag3340,0,,
batch5,frag3262,7,,
batch5,frag3189,5,0.0214024911378,0.092199
batch5,frag3062,150,,
batch5,frag3056,2,,
batch5,frag3174,5,0.0733584940194,0.142194
batch5,frag3073,148,,
batch5,frag3263,46,,
batch5,frag3091,17,,
batch5,frag3179,17,,
batch5,frag3013,33,,
batch5,frag3052,21,,
batch5,frag3297,39,-0.0764390493449,0.011131
batch5,frag3134,62,,
batch5,frag2997,25,,
batch5,frag3379,6,0.0542506089819,0.110423
batch5,frag3104,20,,
batch5,frag3062,63,,
batch5,frag3000,4,-0.0320962178136,0.050842
batch5,frag3079,64,,
batch5,frag3034,11,,
batch5,frag3209,11,0.036162835197,0.111617
batch5,frag3322,27,,
batch5,frag3162,10,,
batch5,frag335,10,,
batch5,frag3216,714,,
batch5,frag3264,255,,
batch5,frag3316,6,-0.0421455577596,0.040455
batch5,frag3234,1,0.117473254003,0.138663
batch5,frag3049,9,,
batch5,frag3298,13,,
batch5,frag3257,42,,
batch5,frag3216,50,,
batch5,frag3264,634,,
batch5,frag3216,375,,
batch5,frag3039,2,,
batch5,frag3264,193,,
batch5,frag3072,123,,
batch5,frag3276,8,-0.0113633953407,0.069025
batch5,frag3333,22,0.0134119594862,0.117402
batch5,frag3296,57,,
batch5,frag3110,1,,
batch5,frag3264,142,,
batch5,frag3216,403,,
batch5,frag3032,6,-0.0024242522866,0.074499
batch5,frag3206,3,0.00600983977797,0.07719
batch5,frag3265,23,,
batch5,frag3216,81,,
batch5,frag3385,238,,
batch5,frag31,13,,
batch5,frag3334,29,0.0128964670153,0.116993
batch5,frag3058,23,,
batch5,frag3264,284,,
batch5,frag3264,523,,
batch5,frag3077,20,-0.169155698488,-0.058425
batch5,frag3390,9,,
batch5,frag3072,234,,
batch5,frag3216,527,,
batch5,frag3266,12,,
batch5,frag3098,24,,
batch5,frag3216,280,,
batch5,frag3073,223,,
batch5,frag3295,66,-0.0577170948292,0.030819
batch5,frag3093,48,,
batch5,frag3264,407,,
batch5,frag3216,146,,
batch5,frag3009,26,,
batch5,frag3266,117,,
batch5,frag3021,3,,
batch5,frag3103,4,-0.0824721025123,0.005171
batch5,frag3337,1,,
batch5,frag3215,6,,
batch5,frag3265,155,,
batch5,frag3093,147,,
batch5,frag3073,134,,
batch5,frag3293,9,0.0722536777813,0.1589
batch5,frag3161,21,,
batch5,frag3093,196,,
batch5,frag3265,184,,
batch5,frag3070,176,,
batch5,frag3321,16,0.00216183243526,0.078395
batch5,frag3108,0,,
batch5,frag3216,197,,
batch5,frag3076,32,-0.16722811569,-0.056889
batch5,frag3264,371,,
batch5,frag3216,630,,
batch5,frag3093,99,,
batch5,frag3225,23,0.0355442311219,0.108868
batch5,frag3265,242,,
batch5,frag3264,31,,
batch5,frag3013,1,,
batch5,frag307,9,,
batch5,frag3375,8,,
batch5,frag3266,200,,
batch5,frag3388,8,,
batch5,frag3258,14,,
batch5,frag3216,251,,
batch5,frag3264,710,,
batch5,frag3297,45,-0.0740620524809,0.013568
batch5,frag3069,73,,
batch5,frag3305,3,-0.0137175663649,0.076018
batch5,frag3072,74,,
batch5,frag3196,13,0.114869381975,0.19948
batch5,frag3264,229,,
batch5,frag3070,86,,
batch5,frag3003,24,,
batch5,frag3385,153,,
batch5,frag3079,18,,
batch5,frag3248,4,,
batch5,frag318,2,0.0269012271749,0.112124
batch5,frag3081,1,,
batch5,frag3264,648,,
batch5,frag3216,309,,
batch5,frag3271,2,,
batch5,frag3167,0,,
batch5,frag31,9,,
batch5,frag3045,7,,
batch5,frag3347,26,-0.0854948814941,-0.005216
batch5,frag3252,16,,
batch5,frag3334,55,0.01289646737,0.116994
batch5,frag3187,16,,
batch5,frag3063,71,,
batch5,frag3287,6,0.0450379707266,0.115997
batch5,frag3358,1,,
batch5,frag3264,699,,
batch5,frag3361,7,0.0929419615032,0.179788
batch5,frag3243,0,-0.0681706874308,0.020554
batch5,frag3070,57,,
batch5,frag3125,9,,
batch5,frag3385,182,,
batch5,frag3083,23,,
batch5,frag3040,15,,
batch5,frag3077,5,-0.166082414737,-0.05569
batch5,frag3155,2,,
batch5,frag3216,287,,
batch5,frag3068,9,-0.129665817991,-0.03305
batch5,frag3266,15,,
batch5,frag3216,520,,
batch5,frag3098,23,,
batch5,frag3018,2,-0.0590772470576,0.057273
batch5,frag3295,61,-0.0664622652157,0.020555
batch5,frag3073,224,,
batch5,frag3095,9,,
batch5,frag3385,79,,
batch5,frag3103,3,-0.0821675802389,0.004803
batch5,frag3009,21,,
batch5,frag3266,110,,
batch5,frag3216,141,,
batch5,frag3264,400,,
batch5,frag3080,69,,
batch5,frag3265,152,,
batch5,frag3215,1,,
batch5,frag3093,140,,
batch5,frag3093,191,,
batch5,frag3265,183,,
batch5,frag3161,26,,
batch5,frag3073,133,,
batch5,frag3076,35,-0.169976779429,-0.059227
batch5,frag3216,637,,
batch5,frag3264,376,,
batch5,frag3216,190,,
batch5,frag3070,171,,
batch5,frag3321,11,0.00216183482013,0.078395
batch5,frag3108,7,,
batch5,frag3257,8,,
batch5,frag3062,18,,
batch5,frag3013,6,,
batch5,frag3264,36,,
batch5,frag3225,24,0.0355442264554,0.108868
batch5,frag3131,1,,
batch5,frag3013,48,,
batch5,frag3297,42,-0.0764390283987,0.01113
batch5,frag3134,19,,
batch5,frag3227,3,0.0200267415576,0.107465
batch5,frag3069,74,,
batch5,frag3258,13,,
batch5,frag3264,717,,
batch5,frag3216,256,,
batch5,frag3266,207,,
batch5,frag3196,14,0.115056308008,0.198778
batch5,frag3238,8,,
batch5,frag3264,589,,
batch5,frag3072,73,,
batch5,frag318,5,0.0377486491522,0.12425
batch5,frag3081,6,,
batch5,frag3248,78,,
batch5,frag3248,3,,
batch5,frag3385,154,,
batch5,frag3003,23,,
batch5,frag3070,81,,
batch5,frag3072,158,,
batch5,frag3271,5,,
batch5,frag3257,39,,
batch5,frag3347,21,-0.0845953600844,-0.004619
batch5,frag3265,89,,
batch5,frag3045,0,,
batch5,frag3167,7,,
batch5,frag3298,68,-0.0660396910034,0.020652
batch5,frag3287,1,0.0453673641216,0.11621
batch5,frag3063,76,,
batch5,frag3187,11,,
batch5,frag3252,11,,
batch5,frag3265,58,,
batch5,frag3334,52,0.0111568594899,0.115378
batch5,frag3385,243,,
batch5,frag3216,478,,
batch5,frag3264,139,,
batch5,frag3072,189,,
batch5,frag3191,3,0.0867025605611,0.143763
batch5,frag3333,59,,
batch5,frag3358,6,,
batch5,frag3385,185,,
batch5,frag3070,50,,
batch5,frag3361,0,0.0919849365509,0.178715
batch5,frag313,1,-0.0493260155978,0.008481
batch5,frag3040,12,,
batch5,frag3077,2,-0.168753519652,-0.058
batch5,frag3083,24,,
batch5,frag3264,558,,
batch5,frag3093,33,,
batch5,frag3099,7,,
batch5,frag3062,240,,
batch5,frag3266,69,,
batch5,frag3064,7,,
batch5,frag3146,0,,
batch5,frag3220,9,-0.00751117879044,0.072209
batch5,frag3294,4,0.0879945470574,0.173084
batch5,frag3062,186,,
batch5,frag3080,15,,
batch5,frag3073,61,,
batch5,frag3269,4,,
batch5,frag3262,0,,
batch5,frag3189,2,0.0214025566307,0.092198
batch5,frag3076,49,-0.171243397206,-0.059694
batch5,frag3104,9,,
batch5,frag3270,67,,
batch5,frag306,18,,
batch5,frag3174,2,0.0736564031971,0.142542
batch5,frag3062,157,,
batch5,frag3056,5,,
batch5,frag3052,26,,
batch5,frag3134,65,,
batch5,frag3013,34,,
batch5,frag3179,10,,
batch5,frag3384,1,,
batch5,frag3091,10,,
batch5,frag3263,41,,
batch5,frag3104,27,,
batch5,frag3062,64,,
batch5,frag3379,1,0.0541770613922,0.110386
batch5,frag3265,239,,
batch5,frag2997,22,,
batch5,frag3322,20,0.00228619505668,0.078503
batch5,frag3209,16,0.0371448480893,0.112303
batch5,frag3034,16,,
batch5,frag3385,128,,
batch5,frag3079,63,,
batch5,frag3000,3,,
batch5,frag335,17,,
batch5,frag3316,1,-0.042145571376,0.04045
batch5,frag3264,252,,
batch5,frag3216,713,,
batch5,frag3162,17,0.0259700943026,0.129061
batch5,frag3070,8,,
batch5,frag3216,57,,
batch5,frag3257,45,,
batch5,frag3298,14,-0.0660396910034,0.020652
batch5,frag3196,9,0.114151214257,0.19852
batch5,frag3072,124,,
batch5,frag3264,194,,
batch5,frag3216,372,,
batch5,frag3296,81,-0.0698418203226,0.017754
batch5,frag3039,5,,
batch5,frag3264,633,,
batch5,frag3216,404,,
batch5,frag3032,1,0.00148681248157,0.078585
batch5,frag3264,145,,
batch5,frag3296,50,-0.0605117993376,0.02824
batch5,frag3333,25,0.0128964937942,0.116992
batch5,frag3349,19,-0.0845959434789,-0.004619
batch5,frag3058,24,,
batch5,frag3216,86,,
batch5,frag3324,3,-0.0119175744444,0.07798
batch5,frag3265,24,,
batch5,frag31,14,,
batch5,frag3206,4,0.00795428354309,0.078183
batch5,frag3072,233,,
batch5,frag3077,27,-0.170227660407,-0.058752
batch5,frag3264,524,,
batch5,frag3264,283,,
batch5,frag3129,0,,
batch5,frag3095,7,,
batch5,frag3062,232,,
batch5,frag3385,77,,
batch5,frag3093,41,,
